order_id,customer_id,merchant_id,product_id,order_day,order_value,device_id,address_id,payment_fp_id,round
O003478,C0000388,M0004,P000067,199,31.84,D000389,A006237,PF000389,4
O003479,C0000388,M0020,P000256,200,58.13,D000389,A006237,PF000389,4
O003480,C0000389,M0000,P000007,99,32.27,D000390,A000390,PF000390,1
O003481,C0000389,M0022,P000291,110,75.89,D000390,A000390,PF000390,1
O003482,C0000389,M0009,P000120,111,38.46,D000390,A000390,PF000390,1
O003483,C0000389,M0016,P000205,125,5.27,D000390,A000390,PF000390,2
O003484,C0000389,M0023,P000302,132,24.5,D000390,A000390,PF000390,2
O003485,C0000389,M0025,P000329,137,39.78,D000390,A000390,PF000390,2
O003486,C0000389,M0012,P000158,164,58.73,D000390,A000390,PF000390,3
O003487,C0000389,M0022,P000288,176,58.08,D000390,A000390,PF000390,3
O003488,C0000389,M0022,P000285,192,11.4,D000390,A000390,PF000390,4
O003489,C0000389,M0010,P000141,197,35.57,D000390,A000390,PF000390,4
O003490,C0000390,M0001,P000016,24,20.02,D000391,A000391,PF000391,0
O003491,C0000390,M0014,P000178,40,14.84,D000391,A000391,PF000391,0
O003492,C0000390,M0009,P000132,49,46.54,D000391,A000391,PF000391,0
O003493,C0000390,M0022,P000294,177,29.54,D000391,A000391,PF000391,3
O003494,C0000391,M0015,P000200,60,12.65,D000392,A000392,PF000392,0
O003495,C0000391,M0004,P000064,71,73.86,D000392,A000392,PF000392,0
O003496,C0000391,M0017,P000222,73,37.02,D000392,A000392,PF000392,0
O003497,C0000391,M0027,P000350,100,35.46,D000392,A000392,PF000392,1
O003498,C0000392,M0015,P000198,41,8.68,D000393,A000393,PF000393,0
O003499,C0000392,M0009,P000129,106,12.91,D000393,A000393,PF000393,1
O003500,C0000392,M0014,P000174,111,10.25,D000393,A000393,PF000393,1
O003501,C0000392,M0000,P000001,111,27.05,D000393,A000393,PF000393,1
O003502,C0000392,M0010,P000141,120,35.57,D000393,A000393,PF000393,2
O003503,C0000392,M0022,P000292,152,21.34,D000393,A000393,PF000393,3
O003504,C0000392,M0008,P000113,172,18.48,D000393,A000393,PF000393,3
O003505,C0000393,M0014,P000180,83,9.11,D000394,A000394,PF000394,0
O003506,C0000393,M0009,P000125,86,19.79,D000394,A000394,PF000394,0
O003507,C0000393,M0021,P000270,139,10.33,D000394,A000394,PF000394,2
O003508,C0000393,M0013,P000172,140,34.09,D000394,A000394,PF000394,2
O003509,C0000393,M0026,P000346,141,17.16,D000394,A000394,PF000394,2
O003510,C0000393,M0027,P000351,169,12.7,D000394,A000394,PF000394,3
O003511,C0000393,M0024,P000313,173,41.36,D000394,A000394,PF000394,3
O003512,C0000393,M0016,P000211,174,18.89,D000394,A000394,PF000394,3
O003513,C0000393,M0012,P000165,176,13.39,D000394,A000394,PF000394,3
O003514,C0000394,M0021,P000270,74,10.33,D000395,A006074,PF006074,0
O003515,C0000394,M0022,P000288,79,58.08,D000395,A006074,PF006074,0
O003516,C0000394,M0011,P000148,144,43.01,D000395,A006074,PF006074,2
O003517,C0000394,M0015,P000201,147,14.56,D000395,A006074,PF006074,2
O003518,C0000394,M0023,P000308,154,47.6,D000395,A006074,PF006074,3
O003519,C0000394,M0012,P000157,171,21.87,D000395,A006074,PF006074,3
O003520,C0000394,M0020,P000267,171,42.32,D000395,A006074,PF006074,3
O003521,C0000395,M0005,P000084,75,23.65,D000396,A000396,PF000396,0
O003522,C0000395,M0008,P000116,79,27.61,D000396,A000396,PF000396,0
O003523,C0000395,M0008,P000115,87,33.72,D000396,A000396,PF000396,0
O003524,C0000395,M0029,P000373,107,7.81,D000396,A000396,PF000396,1
O003525,C0000395,M0028,P000371,116,14.64,D000396,A000396,PF000396,1
O003526,C0000395,M0001,P000023,140,16.71,D000396,A000396,PF000396,2
O003527,C0000395,M0016,P000207,151,30.25,D000396,A000396,PF000396,3
O003528,C0000395,M0010,P000139,177,47.64,D000396,A000396,PF000396,3
O003529,C0000395,M0008,P000114,178,26.65,D000396,A000396,PF000396,3
O003530,C0000395,M0024,P000313,178,41.36,D000396,A000396,PF000396,3
O003531,C0000396,M0005,P000078,57,28.74,D000397,A000397,PF000397,0
O003532,C0000396,M0001,P000020,151,21.25,D000397,A000397,PF000397,3
O003533,C0000396,M0008,P000116,182,27.61,D000397,A000397,PF000397,4
O003534,C0000396,M0012,P000155,201,16.23,D000397,A000397,PF000397,4
O003535,C0000397,M0002,P000030,46,22.31,D000398,A000398,PF006181,0
O003536,C0000397,M0010,P000143,59,28.05,D000398,A000398,PF006181,0
O003537,C0000397,M0014,P000179,63,11.78,D000398,A000398,PF006181,0
O003538,C0000397,M0003,P000050,66,20.08,D000398,A000398,PF006181,0
O003539,C0000397,M0021,P000271,108,16.18,D000398,A000398,PF006181,1
O003540,C0000397,M0028,P000363,113,6.1,D000398,A000398,PF006181,1
O003541,C0000397,M0013,P000170,141,25.3,D000398,A000398,PF006181,2
O003542,C0000397,M0020,P000263,155,76.94,D000398,A000398,PF006181,3
O003543,C0000397,M0004,P000066,180,13.57,D000398,A000398,PF006181,4
O003544,C0000397,M0021,P000281,183,20.35,D000398,A000398,PF006181,4
O003545,C0000397,M0027,P000357,207,15.64,D_FRESH_C0000397,A_FRESH_C0000397,PF_FRESH_C0000397,4
O003546,C0000398,M0016,P000211,16,18.89,D000399,A000399,PF000399,0
O003547,C0000398,M0022,P000293,20,32.1,D000399,A000399,PF000399,0
O003548,C0000398,M0015,P000189,20,18.83,D000399,A000399,PF000399,0
O003549,C0000398,M0022,P000293,21,32.1,D000399,A000399,PF000399,0
O003550,C0000398,M0007,P000106,36,24.7,D000399,A000399,PF000399,0
O003551,C0000398,M0022,P000289,65,7.94,D000399,A000399,PF000399,0
O003552,C0000398,M0003,P000053,66,33.88,D000399,A000399,PF000399,0
O003553,C0000398,M0002,P000032,66,70.86,D000399,A000399,PF000399,0
O003554,C0000398,M0005,P000078,113,28.74,D000399,A000399,PF000399,1
O003555,C0000398,M0011,P000150,129,41.98,D000399,A000399,PF000399,2
O003556,C0000398,M0014,P000186,140,28.25,D000399,A000399,PF000399,2
O003557,C0000398,M0021,P000278,141,29.18,D000399,A000399,PF000399,2
O003558,C0000398,M0011,P000146,172,36.57,D000399,A000399,PF000399,3
O003559,C0000398,M0006,P000089,190,39.23,D000399,A000399,PF000399,4
O003560,C0000399,M0016,P000212,74,60.28,D000400,A000400,PF000400,0
O003561,C0000399,M0015,P000199,87,74.34,D000400,A000400,PF000400,0
O003562,C0000399,M0006,P000087,123,40.32,D000400,A000400,PF000400,2
O003563,C0000399,M0024,P000323,135,30.08,D000400,A000400,PF000400,2
O003564,C0000399,M0006,P000094,170,25.02,D000400,A000400,PF000400,3
O003565,C0000399,M0018,P000234,182,71.6,D000400,A000400,PF000400,4
O003566,C0000399,M0003,P000051,194,24.99,D000400,A000400,PF000400,4
O003567,C0000399,M0017,P000219,198,21.48,D000400,A000400,PF000400,4
O003568,C0000399,M0028,P000369,207,10.48,D000400,A000400,PF000400,4
O003569,C0000400,M0004,P000064,93,73.86,D006130,A000401,PF000401,1
O003570,C0000400,M0016,P000202,98,8.89,D006130,A000401,PF000401,1
O003571,C0000400,M0022,P000291,101,75.89,D006130,A000401,PF000401,1
O003572,C0000400,M0004,P000060,104,12.97,D006130,A000401,PF000401,1
O003573,C0000400,M0015,P000188,104,28.36,D006130,A000401,PF000401,1
O003574,C0000400,M0023,P000296,110,27.85,D006130,A000401,PF000401,1
O003575,C0000400,M0021,P000268,127,24.74,D006130,A000401,PF000401,2
O003576,C0000400,M0006,P000087,144,40.32,D006130,A000401,PF000401,2
O003577,C0000400,M0017,P000219,158,21.48,D006130,A000401,PF000401,3
O003578,C0000400,M0023,P000301,162,55.83,D006130,A000401,PF000401,3
O003579,C0000400,M0005,P000074,181,15.52,D_FRESH_C0000400,A_FRESH_C0000400,PF_FRESH_C0000400,4
O003580,C0000400,M0001,P000025,203,10.15,D006130,A000401,PF000401,4
O003581,C0000400,M0020,P000254,205,29.57,D006130,A000401,PF000401,4
O003582,C0000401,M0018,P000238,100,25.79,D000402,A000402,PF000402,1
O003583,C0000401,M0015,P000189,108,18.83,D000402,A000402,PF000402,1
O003584,C0000401,M0009,P000123,146,55.27,D000402,A000402,PF000402,2
O003585,C0000401,M0000,P000007,152,32.27,D000402,A000402,PF000402,3
O003586,C0000401,M0005,P000077,174,32.22,D000402,A000402,PF000402,3
O003587,C0000401,M0012,P000157,195,21.87,D000402,A000402,PF000402,4
O003588,C0000401,M0026,P000339,196,23.42,D000402,A000402,PF000402,4
O003589,C0000402,M0003,P000046,72,19.36,D000403,A006231,PF000403,0
O003590,C0000402,M0029,P000377,91,35.86,D000403,A006231,PF000403,1
O003591,C0000402,M0003,P000055,117,27.27,D000403,A006231,PF000403,1
O003592,C0000402,M0005,P000076,130,32.72,D000403,A006231,PF000403,2
O003593,C0000402,M0020,P000257,149,12.22,D000403,A006231,PF000403,2
O003594,C0000402,M0016,P000206,158,15.99,D000403,A006231,PF000403,3
O003595,C0000402,M0023,P000299,158,2.75,D000403,A006231,PF000403,3
O003596,C0000403,M0018,P000239,48,67.3,D000404,A000404,PF000404,0
O003597,C0000403,M0018,P000235,91,40.98,D000404,A000404,PF000404,1
O003598,C0000403,M0018,P000234,97,71.6,D000404,A000404,PF000404,1
O003599,C0000403,M0018,P000226,102,32.09,D000404,A000404,PF000404,1
O003600,C0000403,M0018,P000229,130,6.37,D000404,A000404,PF000404,2
O003601,C0000403,M0018,P000231,179,42.88,D000404,A000404,PF000404,3
O003602,C0000403,M0018,P000235,201,40.98,D000404,A000404,PF000404,4
O003603,C0000404,M0009,P000133,121,30.88,D000405,A000405,PF000405,2
O003604,C0000404,M0023,P000307,127,35.52,D000405,A000405,PF000405,2
O003605,C0000404,M0013,P000170,135,25.3,D000405,A000405,PF000405,2
O003606,C0000404,M0008,P000116,181,27.61,D000405,A000405,PF000405,4
O003607,C0000404,M0003,P000047,208,30.04,D000405,A000405,PF000405,4
O003608,C0000405,M0015,P000193,77,19.24,D000406,A000406,PF000406,0
O003609,C0000405,M0028,P000370,96,21.06,D000406,A000406,PF000406,1
O003610,C0000405,M0028,P000371,112,14.64,D000406,A000406,PF000406,1
O003611,C0000405,M0012,P000155,116,16.23,D000406,A000406,PF000406,1
O003612,C0000405,M0002,P000027,166,13.55,D000406,A000406,PF000406,3
O003613,C0000405,M0029,P000380,169,21.03,D000406,A000406,PF000406,3
O003614,C0000405,M0023,P000301,186,55.83,D000406,A000406,PF000406,4
O003615,C0000405,M0008,P000114,192,26.65,D000406,A000406,PF000406,4
O003616,C0000406,M0008,P000113,138,18.48,D000407,A000407,PF000407,2
O003617,C0000406,M0012,P000162,145,5.83,D000407,A000407,PF000407,2
O003618,C0000406,M0022,P000285,158,11.4,D000407,A000407,PF000407,3
O003619,C0000406,M0004,P000066,160,13.57,D000407,A000407,PF000407,3
O003620,C0000406,M0019,P000246,202,15.68,D000407,A000407,PF000407,4
O003621,C0000407,M0024,P000318,77,30.09,D000408,A000408,PF000408,0
O003622,C0000407,M0026,P000343,113,22.4,D000408,A000408,PF000408,1
O003623,C0000407,M0012,P000155,118,16.23,D000408,A000408,PF000408,1
O003624,C0000407,M0001,P000018,120,10.3,D000408,A000408,PF000408,2
O003625,C0000407,M0017,P000223,135,23.16,D000408,A000408,PF000408,2
O003626,C0000407,M0026,P000337,179,48.39,D000408,A000408,PF000408,3
O003627,C0000407,M0003,P000051,185,24.99,D000408,A000408,PF000408,4
O003628,C0000407,M0011,P000152,200,31.85,D000408,A000408,PF000408,4
O003629,C0000408,M0013,P000173,66,23.55,D000409,A000409,PF000409,0
O003630,C0000408,M0018,P000227,67,21.92,D000409,A000409,PF000409,0
O003631,C0000408,M0023,P000309,128,32.02,D000409,A000409,PF000409,2
O003632,C0000408,M0020,P000264,144,23.2,D000409,A000409,PF000409,2
O003633,C0000408,M0018,P000234,172,71.6,D000409,A000409,PF000409,3
O003634,C0000408,M0009,P000120,202,38.46,D000409,A000409,PF000409,4
O003635,C0000409,M0015,P000187,66,15.12,D000410,A000410,PF000410,0
O003636,C0000409,M0025,P000325,79,6.63,D000410,A000410,PF000410,0
O003637,C0000409,M0015,P000197,92,20.04,D000410,A000410,PF000410,1
O003638,C0000409,M0004,P000066,92,13.57,D000410,A000410,PF000410,1
O003639,C0000409,M0018,P000231,94,42.88,D000410,A000410,PF000410,1
O003640,C0000409,M0011,P000144,94,34.76,D000410,A000410,PF000410,1
O003641,C0000409,M0003,P000048,100,36.1,D000410,A000410,PF000410,1
O003642,C0000409,M0029,P000373,105,7.81,D000410,A000410,PF000410,1
O003643,C0000409,M0001,P000024,147,10.74,D000410,A000410,PF000410,2
O003644,C0000409,M0001,P000018,173,10.3,D000410,A000410,PF000410,3
O003645,C0000410,M0014,P000178,30,14.84,D000411,A000411,PF000411,0
O003646,C0000410,M0014,P000186,31,28.25,D000411,A000411,PF000411,0
O003647,C0000410,M0014,P000182,51,8.46,D000411,A000411,PF000411,0
O003648,C0000410,M0014,P000180,52,9.11,D000411,A000411,PF000411,0
O003649,C0000410,M0014,P000184,78,33.94,D000411,A000411,PF000411,0
O003650,C0000410,M0014,P000178,93,14.84,D000411,A000411,PF000411,1
O003651,C0000410,M0014,P000175,94,21.08,D000411,A000411,PF000411,1
O003652,C0000410,M0014,P000176,103,12.26,D000411,A000411,PF000411,1
O003653,C0000410,M0014,P000174,144,10.25,D000411,A000411,PF000411,2
O003654,C0000410,M0014,P000175,147,21.08,D000411,A000411,PF000411,2
O003655,C0000410,M0014,P000181,147,17.95,D000411,A000411,PF000411,2
O003656,C0000410,M0014,P000176,162,12.26,D000411,A000411,PF000411,3
O003657,C0000410,M0014,P000175,164,21.08,D000411,A000411,PF000411,3
O003658,C0000410,M0014,P000178,173,14.84,D000411,A000411,PF000411,3
O003659,C0000410,M0014,P000175,196,21.08,D000411,A000411,PF000411,4
O003660,C0000410,M0014,P000179,198,11.78,D000411,A000411,PF000411,4
O003661,C0000410,M0014,P000183,209,52.7,D000411,A000411,PF000411,4
O003662,C0000411,M0011,P000145,64,15.37,D000412,A006163,PF006163,0
O003663,C0000411,M0012,P000155,71,16.23,D000412,A006163,PF006163,0
O003664,C0000411,M0022,P000292,72,21.34,D000412,A006163,PF006163,0
O003665,C0000411,M0004,P000067,75,31.84,D000412,A006163,PF006163,0
O003666,C0000411,M0005,P000084,106,23.65,D000412,A006163,PF006163,1
O003667,C0000411,M0021,P000276,112,24.12,D000412,A006163,PF006163,1
O003668,C0000411,M0025,P000328,119,24.51,D000412,A006163,PF006163,1
O003669,C0000411,M0026,P000337,121,48.39,D000412,A006163,PF006163,2
O003670,C0000411,M0001,P000023,177,16.71,D000412,A006163,PF006163,3
O003671,C0000411,M0003,P000042,201,61.65,D000412,A006163,PF006163,4
O003672,C0000411,M0025,P000327,207,18.17,D000412,A006163,PF006163,4
O003673,C0000412,M0015,P000192,34,5.77,D006014,A000413,PF000413,0
O003674,C0000412,M0027,P000348,47,23.56,D006014,A000413,PF000413,0
O003675,C0000412,M0028,P000370,61,21.06,D006014,A000413,PF000413,0
O003676,C0000412,M0000,P000010,86,32.07,D006014,A000413,PF000413,0
O003677,C0000412,M0009,P000120,88,38.46,D006014,A000413,PF000413,0
O003678,C0000412,M0020,P000265,89,165.23,D006014,A000413,PF000413,0
O003679,C0000412,M0026,P000346,112,17.16,D006014,A000413,PF000413,1
O003680,C0000412,M0002,P000038,128,11.76,D006014,A000413,PF000413,2
O003681,C0000412,M0015,P000192,134,5.77,D006014,A000413,PF000413,2
O003682,C0000412,M0020,P000259,149,50.83,D006014,A000413,PF000413,2
O003683,C0000412,M0004,P000066,151,13.57,D006014,A000413,PF000413,3
O003684,C0000412,M0006,P000097,178,31.45,D006014,A000413,PF000413,3
O003685,C0000412,M0005,P000083,188,9.77,D006014,A000413,PF000413,4
O003686,C0000413,M0003,P000053,75,33.88,D000414,A000414,PF000414,0
O003687,C0000413,M0013,P000167,79,83.18,D000414,A000414,PF000414,0
O003688,C0000413,M0014,P000175,114,21.08,D000414,A000414,PF000414,1
O003689,C0000413,M0007,P000110,132,9.38,D000414,A000414,PF000414,2
O003690,C0000413,M0011,P000153,144,9.62,D000414,A000414,PF000414,2
O003691,C0000413,M0000,P000010,187,32.07,D000414,A000414,PF000414,4
O003692,C0000413,M0017,P000215,199,6.1,D000414,A000414,PF000414,4
O003693,C0000414,M0028,P000369,66,10.48,D000415,A000415,PF000415,0
O003694,C0000414,M0006,P000087,72,40.32,D000415,A000415,PF000415,0
O003695,C0000414,M0020,P000256,98,58.13,D000415,A000415,PF000415,1
O003696,C0000414,M0023,P000304,110,24.01,D000415,A000415,PF000415,1
O003697,C0000414,M0026,P000334,122,10.74,D000415,A000415,PF000415,2
O003698,C0000414,M0001,P000023,131,16.71,D000415,A000415,PF000415,2
O003699,C0000414,M0016,P000212,136,60.28,D000415,A000415,PF000415,2
O003700,C0000414,M0015,P000192,174,5.77,D000415,A000415,PF000415,3
O003701,C0000414,M0003,P000045,181,12.63,D000415,A000415,PF000415,4
O003702,C0000415,M0021,P000280,58,17.56,D000416,A000416,PF000416,0
O003703,C0000415,M0028,P000371,76,14.64,D000416,A000416,PF000416,0
O003704,C0000415,M0006,P000089,82,39.23,D000416,A000416,PF000416,0
O003705,C0000415,M0022,P000284,110,16.89,D000416,A000416,PF000416,1
O003706,C0000415,M0002,P000038,112,11.76,D000416,A000416,PF000416,1
O003707,C0000415,M0026,P000336,128,22.37,D000416,A000416,PF000416,2
O003708,C0000415,M0021,P000277,153,12.6,D000416,A000416,PF000416,3
O003709,C0000415,M0010,P000141,165,35.57,D000416,A000416,PF000416,3
O003710,C0000415,M0024,P000320,169,58.29,D000416,A000416,PF000416,3
O003711,C0000415,M0008,P000114,180,26.65,D000416,A000416,PF000416,4
O003712,C0000415,M0026,P000342,199,17.25,D000416,A000416,PF000416,4
O003713,C0000416,M0028,P000369,97,10.48,D000417,A000417,PF000417,1
O003714,C0000416,M0021,P000273,117,29.0,D000417,A000417,PF000417,1
O003715,C0000416,M0008,P000113,119,18.48,D000417,A000417,PF000417,1
O003716,C0000416,M0021,P000279,176,5.47,D000417,A000417,PF000417,3
O003717,C0000416,M0003,P000056,180,28.13,D000417,A000417,PF000417,4
O003718,C0000416,M0007,P000111,196,15.23,D000417,A000417,PF000417,4
O003719,C0000417,M0012,P000166,48,30.91,D006114,A006114,PF000418,0
O003720,C0000417,M0027,P000348,68,23.56,D006114,A006114,PF000418,0
O003721,C0000417,M0017,P000219,93,21.48,D006114,A006114,PF000418,1
O003722,C0000417,M0004,P000060,97,12.97,D006114,A006114,PF000418,1
O003723,C0000417,M0016,P000206,99,15.99,D006114,A006114,PF000418,1
O003724,C0000417,M0018,P000228,110,39.12,D006114,A006114,PF000418,1
O003725,C0000417,M0017,P000218,112,13.66,D006114,A006114,PF000418,1
O003726,C0000417,M0005,P000074,115,15.52,D006114,A006114,PF000418,1
O003727,C0000417,M0021,P000273,122,29.0,D006114,A006114,PF000418,2
O003728,C0000417,M0021,P000274,131,25.48,D006114,A006114,PF000418,2
O003729,C0000417,M0007,P000107,144,40.65,D006114,A006114,PF000418,2
O003730,C0000417,M0007,P000106,146,24.7,D006114,A006114,PF000418,2
O003731,C0000417,M0008,P000115,164,33.72,D006114,A006114,PF000418,3
O003732,C0000417,M0029,P000381,165,79.54,D006114,A006114,PF000418,3
O003733,C0000418,M0014,P000185,108,8.92,D000419,A000419,PF000419,1
O003734,C0000418,M0025,P000327,112,18.17,D000419,A000419,PF000419,1
O003735,C0000418,M0026,P000340,128,21.38,D000419,A000419,PF000419,2
O003736,C0000418,M0029,P000375,131,26.82,D000419,A000419,PF000419,2
O003737,C0000418,M0004,P000067,162,31.84,D000419,A000419,PF000419,3
O003738,C0000418,M0014,P000177,168,37.66,D000419,A000419,PF000419,3
O003739,C0000418,M0004,P000066,169,13.57,D000419,A000419,PF000419,3
O003740,C0000418,M0019,P000247,179,31.02,D000419,A000419,PF000419,3
O003741,C0000418,M0023,P000305,189,15.72,D000419,A000419,PF000419,4
O003742,C0000418,M0016,P000203,190,19.98,D000419,A000419,PF000419,4
O003743,C0000418,M0005,P000068,201,10.75,D000419,A000419,PF000419,4
O003744,C0000419,M0018,P000240,66,28.59,D000420,A000420,PF000420,0
O003745,C0000419,M0008,P000115,104,33.72,D000420,A000420,PF000420,1
O003746,C0000419,M0022,P000290,112,26.35,D000420,A000420,PF000420,1
O003747,C0000419,M0018,P000238,120,25.79,D000420,A000420,PF000420,2
O003748,C0000419,M0005,P000076,202,32.72,D000420,A000420,PF000420,4
O003749,C0000419,M0014,P000177,208,37.66,D000420,A000420,PF000420,4
O003750,C0000420,M0013,P000169,124,14.39,D000421,A006090,PF006090,2
O003751,C0000420,M0013,P000172,130,34.09,D000421,A006090,PF006090,2
O003752,C0000420,M0010,P000141,131,35.57,D000421,A006090,PF006090,2
O003753,C0000420,M0025,P000329,136,39.78,D000421,A006090,PF006090,2
O003754,C0000420,M0011,P000145,142,15.37,D000421,A006090,PF006090,2
O003755,C0000420,M0016,P000209,168,40.05,D000421,A006090,PF006090,3
O003756,C0000420,M0010,P000139,175,47.64,D000421,A006090,PF006090,3
O003757,C0000420,M0019,P000247,178,31.02,D000421,A006090,PF006090,3
O003758,C0000420,M0008,P000115,187,33.72,D000421,A006090,PF006090,4
O003759,C0000420,M0003,P000047,191,30.04,D_FRESH_C0000420,A_FRESH_C0000420,PF_FRESH_C0000420,4
O003760,C0000421,M0027,P000351,115,12.7,D000422,A000422,PF000422,1
O003761,C0000421,M0005,P000081,122,27.27,D000422,A000422,PF000422,2
O003762,C0000421,M0013,P000172,123,34.09,D000422,A000422,PF000422,2
O003763,C0000421,M0012,P000165,168,13.39,D000422,A000422,PF000422,3
O003764,C0000421,M0010,P000138,191,18.63,D000422,A000422,PF000422,4
O003765,C0000422,M0005,P000072,58,29.66,D000423,A000423,PF000423,0
O003766,C0000422,M0013,P000170,83,25.3,D000423,A000423,PF000423,0
O003767,C0000422,M0019,P000246,84,15.68,D000423,A000423,PF000423,0
O003768,C0000422,M0029,P000376,94,11.11,D000423,A000423,PF000423,1
O003769,C0000422,M0004,P000064,152,73.86,D000423,A000423,PF000423,3
O003770,C0000422,M0021,P000278,202,29.18,D000423,A000423,PF000423,4
O003771,C0000423,M0002,P000035,76,40.57,D000424,A000424,PF000424,0
O003772,C0000423,M0015,P000187,87,15.12,D000424,A000424,PF000424,0
O003773,C0000423,M0006,P000092,107,12.14,D000424,A000424,PF000424,1
O003774,C0000423,M0005,P000070,110,45.04,D000424,A000424,PF000424,1
O003775,C0000423,M0015,P000200,118,12.65,D000424,A000424,PF000424,1
O003776,C0000423,M0021,P000271,119,16.18,D000424,A000424,PF000424,1
O003777,C0000423,M0025,P000326,209,45.94,D000424,A000424,PF000424,4
O003778,C0000424,M0003,P000049,105,14.79,D000425,A000425,PF000425,1
O003779,C0000424,M0016,P000210,114,17.94,D000425,A000425,PF000425,1
O003780,C0000424,M0009,P000128,142,42.82,D000425,A000425,PF000425,2
O003781,C0000424,M0008,P000113,150,18.48,D000425,A000425,PF000425,3
O003782,C0000424,M0006,P000102,181,14.61,D000425,A000425,PF000425,4
O003783,C0000424,M0026,P000339,209,23.42,D000425,A000425,PF000425,4
O003784,C0000425,M0018,P000227,50,21.92,D000426,A000426,PF000426,0
O003785,C0000425,M0019,P000242,61,25.44,D000426,A000426,PF000426,0
O003786,C0000425,M0018,P000227,69,21.92,D000426,A000426,PF000426,0
O003787,C0000425,M0019,P000242,99,25.44,D000426,A000426,PF000426,1
O003788,C0000425,M0018,P000227,139,21.92,D000426,A000426,PF000426,2
O003789,C0000425,M0018,P000227,147,21.92,D000426,A000426,PF000426,2
O003790,C0000425,M0018,P000227,194,21.92,D000426,A000426,PF000426,4
O003791,C0000426,M0023,P000310,81,28.15,D000427,A000427,PF000427,0
O003792,C0000426,M0012,P000161,138,35.96,D000427,A000427,PF000427,2
O003793,C0000426,M0007,P000106,157,24.7,D000427,A000427,PF000427,3
O003794,C0000426,M0024,P000318,157,30.09,D000427,A000427,PF000427,3
O003795,C0000426,M0003,P000054,165,16.16,D000427,A000427,PF000427,3
O003796,C0000426,M0011,P000147,174,20.66,D000427,A000427,PF000427,3
O003797,C0000427,M0029,P000376,31,11.11,D006191,A006191,PF006191,0
O003798,C0000427,M0002,P000036,63,30.91,D006191,A006191,PF006191,0
O003799,C0000427,M0021,P000268,110,24.74,D006191,A006191,PF006191,1
O003800,C0000427,M0028,P000362,131,23.26,D006191,A006191,PF006191,2
O003801,C0000427,M0011,P000153,134,9.62,D006191,A006191,PF006191,2
O003802,C0000427,M0013,P000169,160,14.39,D006191,A006191,PF006191,3
O003803,C0000427,M0001,P000012,166,10.3,D006191,A006191,PF006191,3
O003804,C0000427,M0025,P000326,196,45.94,D_FRESH_C0000427,A_FRESH_C0000427,PF_FRESH_C0000427,4
O003805,C0000428,M0003,P000054,86,16.16,D000429,A006037,PF000429,0
O003806,C0000428,M0007,P000111,87,15.23,D000429,A006037,PF000429,0
O003807,C0000428,M0014,P000174,116,10.25,D000429,A006037,PF000429,1
O003808,C0000428,M0018,P000237,118,35.95,D000429,A006037,PF000429,1
O003809,C0000428,M0005,P000074,119,15.52,D000429,A006037,PF000429,1
O003810,C0000428,M0013,P000172,129,34.09,D000429,A006037,PF000429,2
O003811,C0000428,M0006,P000097,139,31.45,D000429,A006037,PF000429,2
O003812,C0000428,M0028,P000367,151,17.52,D000429,A006037,PF000429,3
O003813,C0000428,M0029,P000379,159,22.54,D000429,A006037,PF000429,3
O003814,C0000428,M0003,P000044,173,22.03,D000429,A006037,PF000429,3
O003815,C0000428,M0029,P000375,179,26.82,D000429,A006037,PF000429,3
O003816,C0000428,M0024,P000316,196,40.22,D000429,A006037,PF000429,4
O003817,C0000428,M0026,P000330,209,37.31,D_FRESH_C0000428,A_FRESH_C0000428,PF_FRESH_C0000428,4
O003818,C0000429,M0028,P000368,90,24.55,D000430,A006035,PF006035,1
O003819,C0000429,M0027,P000360,102,20.95,D000430,A006035,PF006035,1
O003820,C0000429,M0023,P000305,109,15.72,D000430,A006035,PF006035,1
O003821,C0000429,M0022,P000286,122,15.63,D000430,A006035,PF006035,2
O003822,C0000429,M0013,P000171,139,38.23,D000430,A006035,PF006035,2
O003823,C0000429,M0024,P000323,156,30.08,D000430,A006035,PF006035,3
O003824,C0000429,M0004,P000065,164,19.67,D000430,A006035,PF006035,3
O003825,C0000429,M0014,P000179,180,11.78,D_FRESH_C0000429,A_FRESH_C0000429,PF_FRESH_C0000429,4
O003826,C0000429,M0001,P000019,190,28.21,D000430,A006035,PF006035,4
O003827,C0000429,M0027,P000352,203,15.23,D000430,A006035,PF006035,4
O003828,C0000430,M0010,P000143,71,28.05,D000431,A000431,PF000431,0
O003829,C0000430,M0025,P000325,129,6.63,D000431,A000431,PF000431,2
O003830,C0000430,M0012,P000160,136,18.74,D000431,A000431,PF000431,2
O003831,C0000430,M0018,P000228,145,39.12,D000431,A000431,PF000431,2
O003832,C0000430,M0018,P000234,184,71.6,D000431,A000431,PF000431,4
O003833,C0000431,M0015,P000189,90,18.83,D000432,A000432,PF000432,1
O003834,C0000431,M0014,P000180,132,9.11,D000432,A000432,PF000432,2
O003835,C0000431,M0022,P000293,162,32.1,D000432,A000432,PF000432,3
O003836,C0000431,M0010,P000143,187,28.05,D000432,A000432,PF000432,4
O003837,C0000431,M0015,P000200,196,12.65,D000432,A000432,PF000432,4
O003838,C0000431,M0017,P000219,209,21.48,D000432,A000432,PF000432,4
O003839,C0000432,M0029,P000372,65,19.16,D006071,A000433,PF000433,0
O003840,C0000432,M0007,P000104,79,22.76,D006071,A000433,PF000433,0
