customer_id,signup_day,population_type,hard_negative_subtype,ring_id,device_id,address_id,payment_fp_id
C0001073,70,adaptive_abuse,,AA_RING0053,D006159,A001074,PF006159
C0001074,20,normal,,,D001075,A001075,PF001075
C0001075,4,normal,,,D001076,A001076,PF001076
C0001076,86,normal,,,D001077,A001077,PF001077
C0001077,11,normal,,,D001078,A001078,PF001078
C0001078,29,normal,,,D001079,A001079,PF001079
C0001079,9,normal,,,D001080,A001080,PF001080
C0001080,14,hard_negative,new_merchant_thin_history,,D001081,A001081,PF001081
C0001081,6,normal,,,D001082,A001082,PF001082
C0001082,84,adaptive_abuse,,AA_RING0060,D006166,A006166,PF001083
C0001083,5,normal,,,D001084,A001084,PF001084
C0001084,75,normal,,,D001085,A001085,PF001085
C0001085,15,normal,,,D001086,A001086,PF001086
C0001086,91,normal,,,D001087,A001087,PF001087
C0001087,84,normal,,,D001088,A001088,PF001088
C0001088,62,adaptive_abuse,,AA_RING0068,D006174,A006174,PF001089
C0001089,82,normal,,,D001090,A001090,PF001090
C0001090,29,normal,,,D001091,A001091,PF001091
C0001091,78,normal,,,D001092,A001092,PF001092
C0001092,22,normal,,,D001093,A001093,PF001093
C0001093,61,normal,,,D001094,A001094,PF001094
C0001094,91,normal,,,D001095,A001095,PF001095
C0001095,72,naive_abuse,,NA_RING0031,D006031,A006031,PF006031
C0001096,26,normal,,,D001097,A001097,PF001097
C0001097,73,normal,,,D001098,A001098,PF001098
C0001098,88,normal,,,D001099,A001099,PF001099
C0001099,88,naive_abuse,,NA_RING0027,D006027,A001100,PF006027
C0001100,73,normal,,,D001101,A001101,PF001101
C0001101,73,normal,,,D001102,A001102,PF001102
C0001102,78,normal,,,D001103,A001103,PF001103
C0001103,73,normal,,,D001104,A001104,PF001104
C0001104,13,normal,,,D001105,A001105,PF001105
C0001105,80,hard_negative,shared_household,HH0036,D001106,A006246,PF001106
C0001106,17,normal,,,D001107,A001107,PF001107
C0001107,55,hard_negative,shared_household,HH0002,D001108,A006212,PF001108
C0001108,33,normal,,,D001109,A001109,PF001109
C0001109,21,naive_abuse,,NA_RING0069,D006069,A001110,PF006069
C0001110,28,naive_abuse,,NA_RING0067,D006067,A006067,PF006067
C0001111,8,normal,,,D001112,A001112,PF001112
C0001112,43,normal,,,D001113,A001113,PF001113
C0001113,41,normal,,,D001114,A001114,PF001114
C0001114,40,naive_abuse,,NA_RING0040,D006040,A001115,PF006040
C0001115,9,normal,,,D001116,A001116,PF001116
C0001116,60,normal,,,D001117,A001117,PF001117
C0001117,16,normal,,,D001118,A001118,PF001118
C0001118,85,hard_negative,promo_spike,,D001119,A001119,PF001119
C0001119,2,normal,,,D001120,A001120,PF001120
C0001120,5,normal,,,D001121,A001121,PF001121
C0001121,30,adaptive_abuse,,AA_RING0002,D006108,A001122,PF006108
C0001122,40,normal,,,D001123,A001123,PF001123
C0001123,96,naive_abuse,,NA_RING0090,D006090,A006090,PF006090
C0001124,52,normal,,,D001125,A001125,PF001125
C0001125,37,normal,,,D001126,A001126,PF001126
C0001126,83,naive_abuse,,NA_RING0101,D006101,A006101,PF001127
C0001127,24,normal,,,D001128,A001128,PF001128
C0001128,89,normal,,,D001129,A001129,PF001129
C0001129,40,normal,,,D001130,A001130,PF001130
C0001130,31,normal,,,D001131,A001131,PF001131
C0001131,30,normal,,,D001132,A001132,PF001132
C0001132,0,normal,,,D001133,A001133,PF001133
C0001133,67,normal,,,D001134,A001134,PF001134
C0001134,57,normal,,,D001135,A001135,PF001135
C0001135,63,normal,,,D001136,A001136,PF001136
C0001136,65,normal,,,D001137,A001137,PF001137
C0001137,2,normal,,,D001138,A001138,PF001138
C0001138,87,normal,,,D001139,A001139,PF001139
C0001139,51,naive_abuse,,NA_RING0061,D006061,A006061,PF006061
C0001140,69,normal,,,D001141,A001141,PF001141
C0001141,3,normal,,,D001142,A001142,PF001142
C0001142,76,normal,,,D001143,A001143,PF001143
C0001143,67,naive_abuse,,NA_RING0012,D006012,A006012,PF006012
C0001144,36,normal,,,D001145,A001145,PF001145
C0001145,93,normal,,,D001146,A001146,PF001146
C0001146,65,normal,,,D001147,A001147,PF001147
C0001147,90,normal,,,D001148,A001148,PF001148
C0001148,82,hard_negative,shared_household,HH0038,D006248,A006248,PF001149
C0001149,20,adaptive_abuse,,AA_RING0031,D001150,A001150,PF006137
C0001150,99,normal,,,D001151,A001151,PF001151
C0001151,74,hard_negative,shared_household,HH0010,D001152,A006220,PF001152
C0001152,18,normal,,,D001153,A001153,PF001153
C0001153,79,normal,,,D001154,A001154,PF001154
C0001154,42,hard_negative,high_return_fashion,,D001155,A001155,PF001155
C0001155,86,normal,,,D001156,A001156,PF001156
C0001156,17,normal,,,D001157,A001157,PF001157
C0001157,25,normal,,,D001158,A001158,PF001158
C0001158,34,adaptive_abuse,,AA_RING0026,D006132,A001159,PF006132
C0001159,45,normal,,,D001160,A001160,PF001160
C0001160,63,normal,,,D001161,A001161,PF001161
C0001161,22,normal,,,D001162,A001162,PF001162
C0001162,70,normal,,,D001163,A001163,PF001163
C0001163,2,normal,,,D001164,A001164,PF001164
C0001164,33,hard_negative,high_return_fashion,,D001165,A001165,PF001165
C0001165,65,hard_negative,new_merchant_thin_history,,D001166,A001166,PF001166
C0001166,26,naive_abuse,,NA_RING0034,D001167,A006034,PF001167
C0001167,43,naive_abuse,,NA_RING0064,D006064,A001168,PF006064
C0001168,60,normal,,,D001169,A001169,PF001169
C0001169,24,normal,,,D001170,A001170,PF001170
C0001170,96,normal,,,D001171,A001171,PF001171
C0001171,84,normal,,,D001172,A001172,PF001172
C0001172,97,adaptive_abuse,,AA_RING0075,D001173,A006181,PF006181
C0001173,49,normal,,,D001174,A001174,PF001174
C0001174,34,adaptive_abuse,,AA_RING0040,D006146,A001175,PF001175
C0001175,99,normal,,,D001176,A001176,PF001176
C0001176,72,normal,,,D001177,A001177,PF001177
C0001177,79,normal,,,D001178,A001178,PF001178
C0001178,18,normal,,,D001179,A001179,PF001179
C0001179,86,normal,,,D001180,A001180,PF001180
C0001180,52,normal,,,D001181,A001181,PF001181
C0001181,77,normal,,,D001182,A001182,PF001182
C0001182,82,adaptive_abuse,,AA_RING0096,D006202,A006202,PF006202
C0001183,10,normal,,,D001184,A001184,PF001184
C0001184,9,normal,,,D001185,A001185,PF001185
C0001185,6,hard_negative,high_return_fashion,,D001186,A001186,PF001186
C0001186,64,normal,,,D001187,A001187,PF001187
C0001187,91,adaptive_abuse,,AA_RING0069,D006175,A001188,PF001188
C0001188,3,hard_negative,promo_spike,,D001189,A001189,PF001189
C0001189,13,normal,,,D001190,A001190,PF001190
C0001190,48,normal,,,D001191,A001191,PF001191
C0001191,39,normal,,,D001192,A001192,PF001192
C0001192,10,hard_negative,popular_product_volume,,D001193,A001193,PF001193
C0001193,60,naive_abuse,,NA_RING0057,D006057,A001194,PF006057
C0001194,90,hard_negative,high_return_fashion,,D001195,A001195,PF001195
C0001195,21,normal,,,D001196,A001196,PF001196
C0001196,0,normal,,,D001197,A001197,PF001197
C0001197,22,normal,,,D001198,A001198,PF001198
C0001198,18,adaptive_abuse,,AA_RING0071,D001199,A001199,PF001199
C0001199,46,normal,,,D001200,A001200,PF001200
C0001200,10,normal,,,D001201,A001201,PF001201
C0001201,36,normal,,,D001202,A001202,PF001202
C0001202,11,hard_negative,high_return_fashion,,D001203,A001203,PF001203
C0001203,67,adaptive_abuse,,AA_RING0021,D006127,A001204,PF006127
C0001204,46,normal,,,D001205,A001205,PF001205
C0001205,7,normal,,,D001206,A001206,PF001206
C0001206,4,normal,,,D001207,A001207,PF001207
C0001207,48,normal,,,D001208,A001208,PF001208
C0001208,59,normal,,,D001209,A001209,PF001209
C0001209,17,normal,,,D001210,A001210,PF001210
C0001210,32,normal,,,D001211,A001211,PF001211
C0001211,60,normal,,,D001212,A001212,PF001212
C0001212,47,normal,,,D001213,A001213,PF001213
C0001213,11,normal,,,D001214,A001214,PF001214
C0001214,39,hard_negative,shared_household,HH0030,D001215,A006240,PF001215
C0001215,19,normal,,,D001216,A001216,PF001216
C0001216,92,hard_negative,promo_spike,,D001217,A001217,PF001217
C0001217,80,normal,,,D001218,A001218,PF001218
C0001218,31,normal,,,D001219,A001219,PF001219
C0001219,23,normal,,,D001220,A001220,PF001220
C0001220,13,normal,,,D001221,A001221,PF001221
C0001221,73,normal,,,D001222,A001222,PF001222
C0001222,91,normal,,,D001223,A001223,PF001223
C0001223,27,naive_abuse,,NA_RING0063,D006063,A006063,PF006063
C0001224,63,normal,,,D001225,A001225,PF001225
C0001225,23,normal,,,D001226,A001226,PF001226
C0001226,91,normal,,,D001227,A001227,PF001227
C0001227,29,normal,,,D001228,A001228,PF001228
C0001228,9,hard_negative,shared_household,HH0012,D001229,A006222,PF001229
C0001229,88,naive_abuse,,NA_RING0043,D001230,A006043,PF006043
C0001230,94,normal,,,D001231,A001231,PF001231
C0001231,39,normal,,,D001232,A001232,PF001232
C0001232,90,normal,,,D001233,A001233,PF001233
C0001233,24,normal,,,D001234,A001234,PF001234
C0001234,27,naive_abuse,,NA_RING0075,D006075,A006075,PF001235
C0001235,53,hard_negative,promo_spike,,D001236,A001236,PF001236
C0001236,60,normal,,,D001237,A001237,PF001237
C0001237,38,normal,,,D001238,A001238,PF001238
C0001238,79,normal,,,D001239,A001239,PF001239
C0001239,79,normal,,,D001240,A001240,PF001240
C0001240,12,normal,,,D001241,A001241,PF001241
C0001241,99,normal,,,D001242,A001242,PF001242
C0001242,15,adaptive_abuse,,AA_RING0051,D006157,A001243,PF001243
C0001243,52,normal,,,D001244,A001244,PF001244
C0001244,42,normal,,,D001245,A001245,PF001245
C0001245,45,normal,,,D001246,A001246,PF001246
C0001246,12,normal,,,D001247,A001247,PF001247
C0001247,34,naive_abuse,,NA_RING0083,D001248,A001248,PF006083
C0001248,3,normal,,,D001249,A001249,PF001249
C0001249,97,hard_negative,high_return_fashion,,D001250,A001250,PF001250
C0001250,14,naive_abuse,,NA_RING0083,D006083,A006083,PF006083
C0001251,48,normal,,,D001252,A001252,PF001252
C0001252,21,normal,,,D001253,A001253,PF001253
C0001253,17,adaptive_abuse,,AA_RING0048,D001254,A006154,PF001254
C0001254,39,normal,,,D001255,A001255,PF001255
C0001255,96,normal,,,D001256,A001256,PF001256
C0001256,47,adaptive_abuse,,AA_RING0017,D006123,A006123,PF001257
C0001257,96,naive_abuse,,NA_RING0084,D006084,A001258,PF001258
C0001258,82,normal,,,D001259,A001259,PF001259
C0001259,43,normal,,,D001260,A001260,PF001260
C0001260,90,normal,,,D001261,A001261,PF001261
C0001261,34,naive_abuse,,NA_RING0035,D001262,A001262,PF006035
C0001262,50,normal,,,D001263,A001263,PF001263
C0001263,68,normal,,,D001264,A001264,PF001264
C0001264,58,normal,,,D001265,A001265,PF001265
C0001265,82,adaptive_abuse,,AA_RING0071,D006177,A001266,PF006177
C0001266,16,naive_abuse,,NA_RING0018,D006018,A001267,PF006018
C0001267,49,normal,,,D001268,A001268,PF001268
C0001268,66,normal,,,D001269,A001269,PF001269
C0001269,33,adaptive_abuse,,AA_RING0060,D006166,A006166,PF006166
C0001270,86,adaptive_abuse,,AA_RING0075,D006181,A006181,PF001271
C0001271,30,normal,,,D001272,A001272,PF001272
C0001272,30,normal,,,D001273,A001273,PF001273
C0001273,32,normal,,,D001274,A001274,PF001274
C0001274,67,normal,,,D001275,A001275,PF001275
C0001275,11,normal,,,D001276,A001276,PF001276
C0001276,14,normal,,,D001277,A001277,PF001277
C0001277,77,normal,,,D001278,A001278,PF001278
C0001278,20,naive_abuse,,NA_RING0095,D006095,A001279,PF006095
C0001279,10,normal,,,D001280,A001280,PF001280
C0001280,26,normal,,,D001281,A001281,PF001281
C0001281,39,normal,,,D001282,A001282,PF001282
C0001282,3,normal,,,D001283,A001283,PF001283
C0001283,83,normal,,,D001284,A001284,PF001284
C0001284,11,normal,,,D001285,A001285,PF001285
C0001285,40,normal,,,D001286,A001286,PF001286
C0001286,20,normal,,,D001287,A001287,PF001287
C0001287,29,adaptive_abuse,,AA_RING0088,D001288,A001288,PF001288
C0001288,4,normal,,,D001289,A001289,PF001289
C0001289,94,adaptive_abuse,,AA_RING0099,D006205,A006205,PF006205
C0001290,93,adaptive_abuse,,AA_RING0011,D006117,A001291,PF001291
C0001291,12,naive_abuse,,NA_RING0011,D006011,A001292,PF006011
C0001292,19,normal,,,D001293,A001293,PF001293
C0001293,88,normal,,,D001294,A001294,PF001294
C0001294,41,normal,,,D001295,A001295,PF001295
C0001295,6,normal,,,D001296,A001296,PF001296
C0001296,13,normal,,,D001297,A001297,PF001297
C0001297,41,adaptive_abuse,,AA_RING0090,D006196,A006196,PF006196
C0001298,55,normal,,,D001299,A001299,PF001299
C0001299,63,hard_negative,high_return_fashion,,D001300,A001300,PF001300
C0001300,15,normal,,,D001301,A001301,PF001301
C0001301,37,normal,,,D001302,A001302,PF001302
C0001302,26,normal,,,D001303,A001303,PF001303
C0001303,53,normal,,,D001304,A001304,PF001304
C0001304,32,normal,,,D001305,A001305,PF001305
C0001305,20,normal,,,D001306,A001306,PF001306
C0001306,81,normal,,,D001307,A001307,PF001307
C0001307,56,normal,,,D001308,A001308,PF001308
C0001308,47,normal,,,D001309,A001309,PF001309
C0001309,13,adaptive_abuse,,AA_RING0079,D006185,A006185,PF006185
C0001310,7,normal,,,D001311,A001311,PF001311
C0001311,79,normal,,,D001312,A001312,PF001312
C0001312,96,normal,,,D001313,A001313,PF001313
C0001313,58,normal,,,D001314,A001314,PF001314
C0001314,3,normal,,,D001315,A001315,PF001315
C0001315,48,normal,,,D001316,A001316,PF001316
C0001316,28,adaptive_abuse,,AA_RING0092,D001317,A001317,PF006198
C0001317,5,normal,,,D001318,A001318,PF001318
C0001318,14,normal,,,D001319,A001319,PF001319
C0001319,49,normal,,,D001320,A001320,PF001320
C0001320,42,normal,,,D001321,A001321,PF001321
C0001321,56,normal,,,D001322,A001322,PF001322
C0001322,69,normal,,,D001323,A001323,PF001323
C0001323,26,normal,,,D001324,A001324,PF001324
C0001324,28,normal,,,D001325,A001325,PF001325
C0001325,67,hard_negative,high_return_fashion,,D001326,A001326,PF001326
C0001326,19,normal,,,D001327,A001327,PF001327
C0001327,7,normal,,,D001328,A001328,PF001328
C0001328,85,normal,,,D001329,A001329,PF001329
C0001329,20,normal,,,D001330,A001330,PF001330
C0001330,12,normal,,,D001331,A001331,PF001331
C0001331,73,normal,,,D001332,A001332,PF001332
C0001332,53,adaptive_abuse,,AA_RING0045,D006151,A006151,PF001333
C0001333,14,normal,,,D001334,A001334,PF001334
C0001334,85,normal,,,D001335,A001335,PF001335
C0001335,24,hard_negative,shared_household,HH0040,D001336,A006250,PF006250
C0001336,67,naive_abuse,,NA_RING0095,D001337,A001337,PF006095
C0001337,65,normal,,,D001338,A001338,PF001338
C0001338,82,normal,,,D001339,A001339,PF001339
C0001339,72,normal,,,D001340,A001340,PF001340
C0001340,70,naive_abuse,,NA_RING0088,D001341,A006088,PF006088
C0001341,5,normal,,,D001342,A001342,PF001342
C0001342,93,adaptive_abuse,,AA_RING0049,D001343,A001343,PF001343
C0001343,12,normal,,,D001344,A001344,PF001344
C0001344,25,naive_abuse,,NA_RING0044,D006044,A006044,PF006044
C0001345,44,normal,,,D001346,A001346,PF001346
C0001346,28,normal,,,D001347,A001347,PF001347
C0001347,59,normal,,,D001348,A001348,PF001348
C0001348,5,normal,,,D001349,A001349,PF001349
C0001349,45,normal,,,D001350,A001350,PF001350
C0001350,34,normal,,,D001351,A001351,PF001351
C0001351,64,normal,,,D001352,A001352,PF001352
C0001352,51,normal,,,D001353,A001353,PF001353
C0001353,75,hard_negative,shared_household,HH0011,D001354,A006221,PF001354
C0001354,16,naive_abuse,,NA_RING0020,D001355,A001355,PF001355
C0001355,94,normal,,,D001356,A001356,PF001356
C0001356,39,normal,,,D001357,A001357,PF001357
C0001357,34,normal,,,D001358,A001358,PF001358
C0001358,54,adaptive_abuse,,AA_RING0065,D001359,A001359,PF006171
C0001359,16,normal,,,D001360,A001360,PF001360
C0001360,81,normal,,,D001361,A001361,PF001361
C0001361,26,adaptive_abuse,,AA_RING0034,D006140,A006140,PF001362
C0001362,92,adaptive_abuse,,AA_RING0041,D006147,A006147,PF006147
C0001363,14,normal,,,D001364,A001364,PF001364
C0001364,86,normal,,,D001365,A001365,PF001365
C0001365,39,normal,,,D001366,A001366,PF001366
C0001366,60,hard_negative,new_merchant_thin_history,,D001367,A001367,PF001367
C0001367,87,normal,,,D001368,A001368,PF001368
C0001368,12,normal,,,D001369,A001369,PF001369
C0001369,34,normal,,,D001370,A001370,PF001370
C0001370,94,normal,,,D001371,A001371,PF001371
C0001371,14,normal,,,D001372,A001372,PF001372
C0001372,10,normal,,,D001373,A001373,PF001373
C0001373,52,naive_abuse,,NA_RING0077,D006077,A001374,PF006077
C0001374,2,naive_abuse,,NA_RING0100,D006100,A006100,PF006100
C0001375,99,normal,,,D001376,A001376,PF001376
C0001376,90,hard_negative,high_return_fashion,,D001377,A001377,PF001377
C0001377,18,normal,,,D001378,A001378,PF001378
C0001378,17,normal,,,D001379,A001379,PF001379
C0001379,77,normal,,,D001380,A001380,PF001380
C0001380,52,naive_abuse,,NA_RING0038,D006038,A001381,PF006038
C0001381,82,naive_abuse,,NA_RING0083,D006083,A001382,PF001382
C0001382,96,adaptive_abuse,,AA_RING0073,D006179,A001383,PF006179
C0001383,40,naive_abuse,,NA_RING0065,D006065,A006065,PF001384
C0001384,25,adaptive_abuse,,AA_RING0052,D001385,A001385,PF006158
C0001385,61,normal,,,D001386,A001386,PF001386
C0001386,63,adaptive_abuse,,AA_RING0100,D006206,A001387,PF006206
C0001387,43,normal,,,D001388,A001388,PF001388
C0001388,29,normal,,,D001389,A001389,PF001389
C0001389,26,normal,,,D001390,A001390,PF001390
C0001390,52,normal,,,D001391,A001391,PF001391
C0001391,42,normal,,,D001392,A001392,PF001392
C0001392,45,normal,,,D001393,A001393,PF001393
C0001393,9,normal,,,D001394,A001394,PF001394
C0001394,88,normal,,,D001395,A001395,PF001395
C0001395,70,naive_abuse,,NA_RING0002,D006002,A001396,PF006002
C0001396,91,normal,,,D001397,A001397,PF001397
C0001397,82,normal,,,D001398,A001398,PF001398
C0001398,61,normal,,,D001399,A001399,PF001399
C0001399,30,normal,,,D001400,A001400,PF001400
C0001400,65,normal,,,D001401,A001401,PF001401
C0001401,56,naive_abuse,,NA_RING0059,D006059,A006059,PF006059
C0001402,92,normal,,,D001403,A001403,PF001403
C0001403,23,hard_negative,promo_spike,,D001404,A001404,PF001404
C0001404,2,hard_negative,promo_spike,,D001405,A001405,PF001405
C0001405,12,normal,,,D001406,A001406,PF001406
C0001406,17,naive_abuse,,NA_RING0003,D006003,A006003,PF006003
C0001407,66,normal,,,D001408,A001408,PF001408
C0001408,14,naive_abuse,,NA_RING0099,D006099,A001409,PF006099
C0001409,13,hard_negative,promo_spike,,D001410,A001410,PF001410
C0001410,39,hard_negative,promo_spike,,D001411,A001411,PF001411
C0001411,78,normal,,,D001412,A001412,PF001412
C0001412,42,naive_abuse,,NA_RING0056,D006056,A001413,PF006056
C0001413,27,adaptive_abuse,,AA_RING0060,D001414,A006166,PF006166
C0001414,28,normal,,,D001415,A001415,PF001415
C0001415,81,naive_abuse,,NA_RING0060,D001416,A001416,PF001416
C0001416,43,hard_negative,high_return_fashion,,D001417,A001417,PF001417
C0001417,36,normal,,,D001418,A001418,PF001418
C0001418,77,adaptive_abuse,,AA_RING0099,D006205,A006205,PF006205
C0001419,36,normal,,,D001420,A001420,PF001420
C0001420,35,normal,,,D001421,A001421,PF001421
C0001421,75,normal,,,D001422,A001422,PF001422
C0001422,32,normal,,,D001423,A001423,PF001423
C0001423,51,naive_abuse,,NA_RING0092,D006092,A006092,PF001424
C0001424,66,normal,,,D001425,A001425,PF001425
C0001425,20,normal,,,D001426,A001426,PF001426
C0001426,12,normal,,,D001427,A001427,PF001427
C0001427,85,normal,,,D001428,A001428,PF001428
C0001428,29,naive_abuse,,NA_RING0070,D006070,A001429,PF006070
C0001429,34,naive_abuse,,NA_RING0030,D001430,A006030,PF006030
C0001430,58,normal,,,D001431,A001431,PF001431
C0001431,10,normal,,,D001432,A001432,PF001432
C0001432,4,normal,,,D001433,A001433,PF001433
C0001433,41,normal,,,D001434,A001434,PF001434
C0001434,96,normal,,,D001435,A001435,PF001435
C0001435,57,normal,,,D001436,A001436,PF001436
C0001436,57,normal,,,D001437,A001437,PF001437
C0001437,60,normal,,,D001438,A001438,PF001438
C0001438,86,normal,,,D001439,A001439,PF001439
C0001439,83,normal,,,D001440,A001440,PF001440
C0001440,2,naive_abuse,,NA_RING0069,D006069,A006069,PF006069
C0001441,54,hard_negative,promo_spike,,D001442,A001442,PF001442
C0001442,54,normal,,,D001443,A001443,PF001443
C0001443,22,naive_abuse,,NA_RING0090,D006090,A006090,PF001444
C0001444,97,naive_abuse,,NA_RING0031,D006031,A001445,PF001445
C0001445,26,normal,,,D001446,A001446,PF001446
C0001446,83,normal,,,D001447,A001447,PF001447
C0001447,10,normal,,,D001448,A001448,PF001448
C0001448,60,hard_negative,shared_household,HH0037,D001449,A006247,PF001449
C0001449,73,normal,,,D001450,A001450,PF001450
C0001450,50,normal,,,D001451,A001451,PF001451
C0001451,10,normal,,,D001452,A001452,PF001452
C0001452,12,normal,,,D001453,A001453,PF001453
C0001453,60,adaptive_abuse,,AA_RING0099,D001454,A001454,PF001454
C0001454,86,normal,,,D001455,A001455,PF001455
C0001455,59,naive_abuse,,NA_RING0037,D006037,A006037,PF001456
C0001456,10,adaptive_abuse,,AA_RING0029,D001457,A001457,PF006135
C0001457,78,naive_abuse,,NA_RING0001,D001458,A006001,PF006001
C0001458,45,normal,,,D001459,A001459,PF001459
C0001459,7,naive_abuse,,NA_RING0006,D001460,A006006,PF006006
C0001460,36,normal,,,D001461,A001461,PF001461
C0001461,20,normal,,,D001462,A001462,PF001462
C0001462,98,naive_abuse,,NA_RING0039,D006039,A001463,PF001463
C0001463,90,normal,,,D001464,A001464,PF001464
C0001464,10,normal,,,D001465,A001465,PF001465
C0001465,57,normal,,,D001466,A001466,PF001466
C0001466,0,naive_abuse,,NA_RING0060,D006060,A001467,PF006060
C0001467,45,hard_negative,popular_product_volume,,D001468,A001468,PF001468
C0001468,15,normal,,,D001469,A001469,PF001469
C0001469,74,naive_abuse,,NA_RING0045,D001470,A006045,PF006045
C0001470,7,normal,,,D001471,A001471,PF001471
C0001471,90,normal,,,D001472,A001472,PF001472
C0001472,23,normal,,,D001473,A001473,PF001473
C0001473,26,adaptive_abuse,,AA_RING0014,D006120,A006120,PF001474
C0001474,88,normal,,,D001475,A001475,PF001475
C0001475,90,normal,,,D001476,A001476,PF001476
C0001476,9,normal,,,D001477,A001477,PF001477
C0001477,10,naive_abuse,,NA_RING0092,D006092,A006092,PF006092
C0001478,85,normal,,,D001479,A001479,PF001479
C0001479,97,normal,,,D001480,A001480,PF001480
C0001480,48,adaptive_abuse,,AA_RING0020,D006126,A006126,PF001481
C0001481,16,normal,,,D001482,A001482,PF001482
C0001482,15,normal,,,D001483,A001483,PF001483
C0001483,26,normal,,,D001484,A001484,PF001484
C0001484,68,naive_abuse,,NA_RING0072,D001485,A006072,PF006072
C0001485,9,normal,,,D001486,A001486,PF001486
C0001486,64,normal,,,D001487,A001487,PF001487
C0001487,80,normal,,,D001488,A001488,PF001488
C0001488,14,hard_negative,high_return_fashion,,D001489,A001489,PF001489
C0001489,98,hard_negative,popular_product_volume,,D001490,A001490,PF001490
C0001490,98,normal,,,D001491,A001491,PF001491
C0001491,29,normal,,,D001492,A001492,PF001492
C0001492,11,naive_abuse,,NA_RING0003,D006003,A001493,PF006003
C0001493,32,normal,,,D001494,A001494,PF001494
C0001494,25,normal,,,D001495,A001495,PF001495
C0001495,27,normal,,,D001496,A001496,PF001496
C0001496,92,normal,,,D001497,A001497,PF001497
C0001497,15,normal,,,D001498,A001498,PF001498
C0001498,31,normal,,,D001499,A001499,PF001499
C0001499,78,normal,,,D001500,A001500,PF001500
C0001500,5,normal,,,D001501,A001501,PF001501
C0001501,6,hard_negative,promo_spike,,D001502,A001502,PF001502
C0001502,30,normal,,,D001503,A001503,PF001503
C0001503,96,normal,,,D001504,A001504,PF001504
C0001504,83,naive_abuse,,NA_RING0083,D006083,A006083,PF006083
C0001505,92,normal,,,D001506,A001506,PF001506
C0001506,86,hard_negative,promo_spike,,D001507,A001507,PF001507
C0001507,11,normal,,,D001508,A001508,PF001508
C0001508,40,hard_negative,high_return_fashion,,D001509,A001509,PF001509
C0001509,52,normal,,,D001510,A001510,PF001510
C0001510,16,normal,,,D001511,A001511,PF001511
C0001511,99,normal,,,D001512,A001512,PF001512
C0001512,60,normal,,,D001513,A001513,PF001513
C0001513,85,normal,,,D001514,A001514,PF001514
C0001514,25,hard_negative,promo_spike,,D001515,A001515,PF001515
C0001515,71,naive_abuse,,NA_RING0026,D006026,A001516,PF006026
C0001516,10,normal,,,D001517,A001517,PF001517
C0001517,2,naive_abuse,,NA_RING0081,D006081,A006081,PF001518
C0001518,64,hard_negative,popular_product_volume,,D001519,A001519,PF001519
C0001519,6,naive_abuse,,NA_RING0037,D001520,A001520,PF001520
C0001520,27,normal,,,D001521,A001521,PF001521
C0001521,79,normal,,,D001522,A001522,PF001522
C0001522,49,normal,,,D001523,A001523,PF001523
C0001523,37,normal,,,D001524,A001524,PF001524
C0001524,29,adaptive_abuse,,AA_RING0068,D001525,A006174,PF001525
C0001525,66,normal,,,D001526,A001526,PF001526
C0001526,95,normal,,,D001527,A001527,PF001527
C0001527,73,normal,,,D001528,A001528,PF001528
C0001528,35,adaptive_abuse,,AA_RING0079,D001529,A001529,PF006185
C0001529,42,normal,,,D001530,A001530,PF001530
C0001530,10,normal,,,D001531,A001531,PF001531
C0001531,14,naive_abuse,,NA_RING0078,D001532,A006078,PF006078
C0001532,26,adaptive_abuse,,AA_RING0096,D006202,A001533,PF006202
C0001533,38,normal,,,D001534,A001534,PF001534
C0001534,99,hard_negative,shared_household,HH0016,D001535,A006226,PF001535
C0001535,87,naive_abuse,,NA_RING0016,D006016,A001536,PF006016
C0001536,11,normal,,,D001537,A001537,PF001537
C0001537,33,hard_negative,shared_household,HH0021,D006231,A006231,PF006231
C0001538,5,normal,,,D001539,A001539,PF001539
C0001539,6,normal,,,D001540,A001540,PF001540
C0001540,37,normal,,,D001541,A001541,PF001541
C0001541,95,normal,,,D001542,A001542,PF001542
C0001542,18,normal,,,D001543,A001543,PF001543
C0001543,68,normal,,,D001544,A001544,PF001544
C0001544,39,normal,,,D001545,A001545,PF001545
C0001545,54,normal,,,D001546,A001546,PF001546
C0001546,86,normal,,,D001547,A001547,PF001547
C0001547,82,normal,,,D001548,A001548,PF001548
C0001548,82,normal,,,D001549,A001549,PF001549
C0001549,41,normal,,,D001550,A001550,PF001550
C0001550,4,normal,,,D001551,A001551,PF001551
C0001551,98,adaptive_abuse,,AA_RING0022,D006128,A006128,PF006128
C0001552,99,normal,,,D001553,A001553,PF001553
C0001553,85,naive_abuse,,NA_RING0082,D006082,A006082,PF006082
C0001554,47,normal,,,D001555,A001555,PF001555
C0001555,28,hard_negative,high_return_fashion,,D001556,A001556,PF001556
C0001556,17,adaptive_abuse,,AA_RING0021,D006127,A006127,PF006127
C0001557,37,naive_abuse,,NA_RING0055,D006055,A006055,PF001558
C0001558,33,normal,,,D001559,A001559,PF001559
C0001559,27,normal,,,D001560,A001560,PF001560
C0001560,95,normal,,,D001561,A001561,PF001561
C0001561,65,normal,,,D001562,A001562,PF001562
C0001562,22,hard_negative,shared_household,HH0003,D001563,A006213,PF001563
C0001563,63,adaptive_abuse,,AA_RING0057,D006163,A001564,PF006163
