return_id,order_id,customer_id,return_day,reason_code,refund_amount,true_abuse_label
R001268,O007074,C0000799,115,changed_mind,13.56,1
R001269,O007086,C0000800,144,other,25.11,0
R001270,O007091,C0000801,58,size_fit,16.57,0
R001271,O007106,C0000802,120,defective,31.18,0
R001272,O007121,C0000803,102,not_as_described,33.72,0
R001273,O007136,C0000804,185,other,25.44,0
R001274,O007139,C0000805,64,duplicate_order,12.97,0
R001275,O007147,C0000806,35,defective,21.48,1
R001276,O007149,C0000806,95,changed_mind,24.12,1
R001277,O007151,C0000806,209,changed_mind,29.18,1
R001278,O007152,C0000807,98,changed_mind,14.64,1
R001279,O007153,C0000807,99,not_as_described,52.7,1
R001280,O007154,C0000807,108,not_as_described,34.09,1
R001281,O007167,C0000808,174,changed_mind,31.84,0
R001282,O007187,C0000811,141,not_as_described,12.91,0
R001283,O007190,C0000811,174,size_fit,28.13,0
R001284,O007197,C0000812,199,duplicate_order,9.11,0
R001285,O007201,C0000813,61,changed_mind,34.76,1
R001286,O007203,C0000813,112,changed_mind,6.63,1
R001287,O007211,C0000813,193,not_as_described,12.26,1
R001288,O007217,C0000814,152,duplicate_order,20.66,0
R001289,O007225,C0000815,193,other,17.21,0
R001290,O007233,C0000816,37,not_as_described,18.63,1
R001291,O007234,C0000816,56,not_as_described,53.15,1
R001292,O007237,C0000816,74,changed_mind,19.51,1
R001293,O007238,C0000816,115,not_as_described,10.3,1
R001294,O007242,C0000817,96,size_fit,23.2,0
R001295,O007247,C0000817,209,defective,73.86,0
R001296,O007251,C0000818,155,defective,13.3,0
R001297,O007254,C0000819,41,other,59.32,1
R001298,O007256,C0000819,95,defective,40.57,1
R001299,O007257,C0000819,114,changed_mind,88.02,1
R001300,O007264,C0000820,116,changed_mind,32.02,0
R001301,O007277,C0000821,86,defective,45.94,0
R001302,O007278,C0000821,101,not_as_described,11.4,0
R001303,O007279,C0000821,104,size_fit,73.86,0
R001304,O007291,C0000823,61,changed_mind,16.16,1
R001305,O007294,C0000823,90,changed_mind,32.09,1
R001306,O007297,C0000823,110,changed_mind,7.81,1
R001307,O007299,C0000823,200,size_fit,16.89,1
R001308,O007301,C0000824,46,changed_mind,24.99,0
R001309,O007320,C0000826,158,other,13.71,0
R001310,O007331,C0000827,140,other,21.62,0
R001311,O007334,C0000828,96,not_as_described,15.99,1
R001312,O007335,C0000828,102,changed_mind,13.55,1
R001313,O007354,C0000830,104,size_fit,24.51,1
R001314,O007355,C0000830,113,changed_mind,17.25,1
R001315,O007387,C0000833,143,changed_mind,31.02,1
R001316,O007390,C0000833,199,not_as_described,21.69,1
R001317,O007391,C0000833,209,not_as_described,6.63,1
R001318,O007394,C0000834,142,duplicate_order,12.36,0
R001319,O007397,C0000834,181,other,14.65,0
R001320,O007403,C0000835,174,not_as_described,41.36,0
R001321,O007406,C0000836,73,changed_mind,19.63,1
R001322,O007407,C0000836,86,duplicate_order,29.66,1
R001323,O007408,C0000836,103,changed_mind,12.7,1
R001324,O007409,C0000836,124,size_fit,14.98,1
R001325,O007410,C0000836,142,changed_mind,70.86,1
R001326,O007411,C0000836,176,changed_mind,38.03,1
R001327,O007412,C0000836,187,defective,23.31,1
R001328,O007413,C0000836,207,size_fit,55.27,1
R001329,O007427,C0000838,209,defective,40.35,0
R001330,O007433,C0000839,143,duplicate_order,12.63,1
R001331,O007436,C0000839,198,changed_mind,19.48,1
R001332,O007455,C0000842,37,defective,43.88,0
R001333,O007458,C0000842,44,not_as_described,18.32,0
R001334,O007463,C0000842,122,changed_mind,19.98,0
R001335,O007469,C0000843,82,defective,24.12,0
R001336,O007489,C0000845,209,duplicate_order,39.78,0
R001337,O007505,C0000847,74,size_fit,31.57,0
R001338,O007509,C0000847,148,other,20.66,0
R001339,O007529,C0000850,149,not_as_described,6.35,0
R001340,O007538,C0000851,94,changed_mind,6.35,0
R001341,O007540,C0000851,117,not_as_described,31.93,0
R001342,O007541,C0000851,119,defective,16.18,0
R001343,O007544,C0000851,131,duplicate_order,50.41,0
R001344,O007545,C0000851,136,size_fit,31.57,0
R001345,O007547,C0000851,172,other,53.99,0
R001346,O007552,C0000851,209,size_fit,38.23,0
R001347,O007562,C0000854,60,changed_mind,7.67,1
R001348,O007563,C0000854,87,size_fit,33.54,1
R001349,O007564,C0000854,88,changed_mind,74.34,1
R001350,O007565,C0000854,101,other,12.36,1
R001351,O007566,C0000854,107,size_fit,74.34,1
R001352,O007567,C0000854,168,changed_mind,41.05,1
R001353,O007578,C0000856,183,not_as_described,40.05,0
R001354,O007581,C0000857,79,duplicate_order,22.31,1
R001355,O007600,C0000859,148,duplicate_order,31.93,0
R001356,O007619,C0000861,182,defective,20.08,0
R001357,O007624,C0000862,116,duplicate_order,29.62,0
R001358,O007633,C0000863,143,not_as_described,19.16,0
R001359,O007637,C0000863,177,defective,59.8,0
R001360,O007650,C0000865,143,changed_mind,23.18,1
R001361,O007651,C0000865,157,defective,43.86,1
R001362,O007652,C0000865,185,changed_mind,20.29,1
R001363,O007657,C0000866,116,size_fit,26.72,1
R001364,O007658,C0000866,133,size_fit,45.94,1
R001365,O007679,C0000868,113,defective,19.13,0
R001366,O007681,C0000868,149,defective,21.03,0
R001367,O007697,C0000870,42,changed_mind,17.16,1
R001368,O007701,C0000870,65,other,28.25,1
R001369,O007702,C0000870,93,size_fit,42.88,1
R001370,O007710,C0000870,209,size_fit,18.17,1
R001371,O007711,C0000870,209,defective,10.48,1
R001372,O007741,C0000874,209,duplicate_order,30.17,0
R001373,O007763,C0000878,67,changed_mind,23.55,1
R001374,O007764,C0000878,66,other,23.06,1
R001375,O007765,C0000878,112,not_as_described,9.99,1
R001376,O007766,C0000878,117,changed_mind,18.51,1
R001377,O007782,C0000881,144,defective,58.08,0
R001378,O007784,C0000881,175,not_as_described,40.22,0
R001379,O007791,C0000882,142,size_fit,33.72,0
R001380,O007814,C0000885,85,size_fit,28.36,0
R001381,O007819,C0000886,137,duplicate_order,21.69,0
R001382,O007820,C0000886,143,other,71.6,0
R001383,O007847,C0000890,124,changed_mind,22.54,0
R001384,O007849,C0000890,143,size_fit,18.35,0
R001385,O007852,C0000890,190,duplicate_order,30.17,0
R001386,O007884,C0000893,187,not_as_described,21.69,0
R001387,O007888,C0000894,99,other,21.74,0
R001388,O007894,C0000894,151,changed_mind,19.22,0
R001389,O007895,C0000894,191,defective,20.04,0
R001390,O007900,C0000895,45,duplicate_order,14.84,1
R001391,O007901,C0000895,46,changed_mind,21.06,1
R001392,O007902,C0000895,63,not_as_described,27.05,1
R001393,O007903,C0000895,67,changed_mind,6.63,1
R001394,O007904,C0000895,97,changed_mind,15.64,1
R001395,O007906,C0000896,48,size_fit,13.56,1
R001396,O007907,C0000896,77,size_fit,12.65,1
R001397,O007908,C0000896,100,changed_mind,10.48,1
R001398,O007910,C0000896,131,size_fit,63.27,1
R001399,O007927,C0000898,99,size_fit,74.34,0
R001400,O007938,C0000899,148,not_as_described,10.15,0
R001401,O007962,C0000902,24,changed_mind,30.25,1
R001402,O007963,C0000902,44,changed_mind,12.65,1
R001403,O007965,C0000902,77,changed_mind,7.94,1
R001404,O007966,C0000902,88,duplicate_order,13.56,1
R001405,O007967,C0000902,111,not_as_described,16.91,1
R001406,O007968,C0000902,157,changed_mind,44.0,1
R001407,O007969,C0000902,179,duplicate_order,5.83,1
R001408,O007970,C0000903,27,changed_mind,58.29,1
R001409,O007971,C0000903,99,changed_mind,23.06,1
R001410,O007974,C0000903,192,changed_mind,58.73,1
R001411,O008000,C0000906,9,defective,79.09,1
R001412,O008002,C0000906,49,changed_mind,21.69,1
R001413,O008003,C0000906,51,not_as_described,33.88,1
R001414,O008005,C0000906,106,not_as_described,55.83,1
R001415,O008006,C0000906,106,changed_mind,12.97,1
R001416,O008007,C0000906,143,changed_mind,23.55,1
R001417,O008009,C0000906,193,changed_mind,74.34,1
R001418,O008010,C0000907,21,size_fit,28.21,0
R001419,O008016,C0000908,56,duplicate_order,9.38,1
R001420,O008017,C0000908,70,duplicate_order,14.79,1
R001421,O008019,C0000908,84,other,17.42,1
R001422,O008021,C0000908,100,changed_mind,10.48,1
R001423,O008034,C0000910,54,changed_mind,33.54,1
R001424,O008035,C0000910,87,changed_mind,24.51,1
R001425,O008036,C0000910,121,changed_mind,14.84,1
R001426,O008041,C0000911,119,duplicate_order,25.44,0
R001427,O008043,C0000911,128,changed_mind,25.44,0
R001428,O008054,C0000912,130,other,28.21,0
R001429,O008062,C0000913,33,defective,14.39,0
R001430,O008076,C0000914,183,duplicate_order,5.83,0
R001431,O008086,C0000916,51,changed_mind,21.92,0
R001432,O008094,C0000916,129,changed_mind,21.92,0
R001433,O008110,C0000918,92,changed_mind,31.93,1
R001434,O008111,C0000918,122,defective,32.7,1
R001435,O008113,C0000918,160,changed_mind,71.6,1
R001436,O008115,C0000918,194,not_as_described,16.91,1
R001437,O008116,C0000918,206,changed_mind,26.35,1
R001438,O008118,C0000919,97,duplicate_order,17.25,0
R001439,O008134,C0000921,136,duplicate_order,28.59,0
R001440,O008139,C0000922,159,not_as_described,18.74,0
R001441,O008150,C0000923,149,not_as_described,11.11,0
R001442,O008164,C0000925,113,duplicate_order,28.55,0
R001443,O008172,C0000926,154,changed_mind,26.09,0
R001444,O008174,C0000927,66,changed_mind,74.34,1
R001445,O008175,C0000927,92,changed_mind,38.62,1
R001446,O008178,C0000927,154,duplicate_order,16.18,1
R001447,O008179,C0000927,168,changed_mind,60.28,1
R001448,O008181,C0000927,185,changed_mind,15.99,1
R001449,O008182,C0000927,189,changed_mind,15.37,1
R001450,O008183,C0000927,199,changed_mind,21.69,1
R001451,O008187,C0000928,106,not_as_described,17.25,0
R001452,O008188,C0000928,113,other,12.26,0
R001453,O008189,C0000928,120,changed_mind,48.39,0
R001454,O008192,C0000928,182,defective,15.23,0
R001455,O008195,C0000929,80,defective,53.52,1
R001456,O008196,C0000929,81,size_fit,21.25,1
R001457,O008199,C0000929,126,other,21.25,1
R001458,O008202,C0000929,171,defective,40.32,1
R001459,O008205,C0000929,196,changed_mind,29.62,1
R001460,O008206,C0000929,198,changed_mind,20.95,1
R001461,O008207,C0000929,206,changed_mind,53.49,1
R001462,O008221,C0000931,147,not_as_described,12.91,0
R001463,O008272,C0000937,108,size_fit,23.26,0
R001464,O008274,C0000937,153,changed_mind,11.4,0
R001465,O008287,C0000939,206,other,20.04,0
R001466,O008295,C0000940,97,size_fit,23.31,1
R001467,O008296,C0000940,115,other,53.99,1
R001468,O008297,C0000940,122,size_fit,18.17,1
R001469,O008298,C0000940,136,changed_mind,71.6,1
R001470,O008299,C0000940,138,changed_mind,18.48,1
R001471,O008300,C0000940,149,changed_mind,20.5,1
R001472,O008302,C0000940,161,changed_mind,24.7,1
R001473,O008303,C0000940,170,changed_mind,73.86,1
R001474,O008312,C0000942,71,defective,23.16,1
R001475,O008313,C0000942,74,changed_mind,53.49,1
R001476,O008314,C0000942,105,defective,35.46,1
R001477,O008315,C0000942,106,changed_mind,38.46,1
R001478,O008316,C0000942,107,changed_mind,30.91,1
R001479,O008331,C0000943,135,other,28.05,0
R001480,O008340,C0000944,42,changed_mind,38.62,1
R001481,O008341,C0000944,50,changed_mind,38.88,1
R001482,O008342,C0000944,60,duplicate_order,21.24,1
R001483,O008343,C0000944,83,not_as_described,21.03,1
R001484,O008347,C0000944,158,not_as_described,26.35,1
R001485,O008350,C0000944,178,duplicate_order,35.95,1
R001486,O008351,C0000945,68,defective,19.16,1
R001487,O008352,C0000945,73,defective,16.18,1
R001488,O008353,C0000945,84,changed_mind,31.18,1
R001489,O008356,C0000945,124,other,5.47,1
R001490,O008357,C0000945,157,changed_mind,35.96,1
R001491,O008358,C0000945,161,changed_mind,24.99,1
R001492,O008359,C0000945,176,changed_mind,21.03,1
R001493,O008360,C0000945,177,defective,21.69,1
R001494,O008361,C0000945,198,changed_mind,53.15,1
R001495,O008368,C0000947,162,changed_mind,20.66,0
R001496,O008369,C0000947,159,changed_mind,18.63,0
R001497,O008373,C0000948,168,defective,13.66,0
R001498,O008377,C0000949,54,changed_mind,18.48,1
R001499,O008379,C0000949,92,duplicate_order,10.3,1
R001500,O008380,C0000949,112,defective,35.95,1
R001501,O008382,C0000949,144,changed_mind,55.83,1
R001502,O008384,C0000949,165,changed_mind,21.48,1
R001503,O008385,C0000949,178,changed_mind,18.64,1
R001504,O008386,C0000949,180,changed_mind,5.27,1
R001505,O008389,C0000950,133,duplicate_order,42.82,0
R001506,O008408,C0000952,108,not_as_described,18.18,1
R001507,O008409,C0000952,113,duplicate_order,43.01,1
R001508,O008418,C0000954,150,other,6.1,0
R001509,O008453,C0000958,48,changed_mind,45.94,1
R001510,O008455,C0000958,74,changed_mind,19.63,1
R001511,O008456,C0000958,88,changed_mind,22.66,1
R001512,O008457,C0000958,92,changed_mind,16.91,1
R001513,O008460,C0000958,128,changed_mind,32.07,1
R001514,O008462,C0000958,201,size_fit,28.96,1
R001515,O008473,C0000960,120,not_as_described,23.56,0
R001516,O008475,C0000960,163,defective,23.26,0
R001517,O008482,C0000961,116,other,18.35,0
R001518,O008502,C0000964,59,changed_mind,9.38,1
R001519,O008504,C0000964,70,changed_mind,19.22,1
R001520,O008505,C0000964,83,changed_mind,28.05,1
R001521,O008509,C0000964,158,not_as_described,34.09,1
R001522,O008512,C0000965,105,changed_mind,13.3,1
R001523,O008513,C0000965,119,changed_mind,27.61,1
R001524,O008515,C0000965,125,other,21.92,1
R001525,O008516,C0000965,127,duplicate_order,19.24,1
R001526,O008517,C0000965,146,changed_mind,8.89,1
R001527,O008518,C0000965,180,changed_mind,23.2,1
R001528,O008520,C0000965,194,changed_mind,38.46,1
R001529,O008521,C0000965,196,changed_mind,23.27,1
R001530,O008523,C0000965,208,size_fit,59.8,1
R001531,O008535,C0000966,206,not_as_described,12.7,0
R001532,O008537,C0000967,104,not_as_described,30.08,0
R001533,O008539,C0000967,118,duplicate_order,15.64,0
R001534,O008541,C0000968,82,changed_mind,9.77,0
R001535,O008556,C0000969,123,size_fit,15.06,0
R001536,O008564,C0000969,172,changed_mind,30.91,0
R001537,O008570,C0000969,199,changed_mind,15.06,0
R001538,O008579,C0000971,162,size_fit,31.18,0
R001539,O008593,C0000973,82,changed_mind,7.81,1
R001540,O008594,C0000973,92,changed_mind,38.86,1
R001541,O008595,C0000973,148,not_as_described,26.35,1
R001542,O008596,C0000973,160,defective,39.78,1
R001543,O008608,C0000975,141,changed_mind,12.6,1
R001544,O008611,C0000975,155,other,12.89,1
R001545,O008612,C0000975,171,other,16.57,1
R001546,O008613,C0000975,188,other,35.57,1
R001547,O008614,C0000975,193,changed_mind,10.3,1
R001548,O008615,C0000975,209,changed_mind,24.55,1
R001549,O008617,C0000976,209,changed_mind,59.48,0
R001550,O008618,C0000977,78,changed_mind,12.14,1
R001551,O008619,C0000977,96,changed_mind,39.78,1
R001552,O008623,C0000977,159,other,39.78,1
R001553,O008624,C0000977,173,defective,30.08,1
R001554,O008630,C0000977,209,not_as_described,40.57,1
R001555,O008644,C0000980,67,changed_mind,58.08,1
R001556,O008646,C0000980,165,duplicate_order,20.04,1
R001557,O008649,C0000981,102,changed_mind,26.82,1
R001558,O008650,C0000981,102,defective,29.62,1
R001559,O008655,C0000981,139,other,25.33,1
R001560,O008656,C0000981,155,not_as_described,58.29,1
R001561,O008697,C0000987,84,changed_mind,44.59,1
R001562,O008698,C0000987,86,changed_mind,31.84,1
R001563,O008701,C0000987,91,changed_mind,12.89,1
R001564,O008702,C0000987,95,changed_mind,24.96,1
R001565,O008703,C0000987,98,changed_mind,12.22,1
R001566,O008704,C0000987,97,duplicate_order,27.01,1
R001567,O008717,C0000989,124,size_fit,19.22,0
R001568,O008738,C0000991,98,size_fit,28.05,0
R001569,O008748,C0000992,183,size_fit,16.18,0
R001570,O008753,C0000993,86,size_fit,54.18,0
R001571,O008762,C0000994,201,not_as_described,45.94,0
R001572,O008769,C0000995,162,not_as_described,24.51,0
R001573,O008773,C0000996,87,changed_mind,21.74,1
R001574,O008775,C0000996,95,changed_mind,27.01,1
R001575,O008784,C0000996,192,size_fit,28.05,1
R001576,O008796,C0000998,66,changed_mind,29.0,1
R001577,O008797,C0000998,70,duplicate_order,8.89,1
R001578,O008799,C0000998,140,changed_mind,31.84,1
R001579,O008800,C0000998,138,changed_mind,21.87,1
R001580,O008802,C0000998,160,changed_mind,34.09,1
R001581,O008804,C0000998,199,changed_mind,27.95,1
R001582,O008807,C0000999,128,changed_mind,39.23,0
R001583,O008821,C0001000,111,duplicate_order,16.16,0
R001584,O008824,C0001000,144,other,43.01,0
R001585,O008827,C0001000,209,duplicate_order,16.89,0
R001586,O008852,C0001004,181,changed_mind,17.86,0
R001587,O008853,C0001004,172,other,35.52,0
R001588,O008862,C0001005,209,defective,24.7,0
R001589,O008867,C0001007,60,size_fit,7.94,0
R001590,O008876,C0001008,29,not_as_described,4.14,0
R001591,O008885,C0001009,188,defective,6.35,0
R001592,O008892,C0001010,138,other,25.33,0
R001593,O008912,C0001012,209,other,19.98,0
R001594,O008929,C0001015,182,changed_mind,6.1,0
R001595,O008940,C0001017,114,changed_mind,43.88,1
R001596,O008951,C0001018,84,defective,32.67,0
R001597,O008954,C0001019,72,other,28.59,1
R001598,O008958,C0001019,107,other,30.04,1
R001599,O008959,C0001019,111,changed_mind,15.46,1
R001600,O008961,C0001019,152,changed_mind,58.29,1
R001601,O008962,C0001019,167,defective,20.29,1
R001602,O009010,C0001024,68,changed_mind,38.23,1
R001603,O009011,C0001024,101,changed_mind,33.72,1
R001604,O009012,C0001024,109,changed_mind,9.45,1
R001605,O009014,C0001024,131,not_as_described,9.31,1
R001606,O009047,C0001027,133,duplicate_order,27.4,0
R001607,O009048,C0001027,209,size_fit,45.94,0
R001608,O009053,C0001028,159,changed_mind,22.31,0
R001609,O009060,C0001029,50,defective,16.89,0
R001610,O009061,C0001029,68,other,12.43,0
R001611,O009069,C0001029,209,size_fit,29.66,0
R001612,O009075,C0001030,180,size_fit,27.71,0
R001613,O009084,C0001031,184,other,16.89,0
R001614,O009088,C0001032,144,changed_mind,38.46,1
R001615,O009090,C0001032,160,defective,21.06,1
R001616,O009091,C0001032,176,size_fit,9.38,1
R001617,O009092,C0001032,191,changed_mind,71.6,1
R001618,O009111,C0001034,203,defective,12.91,0
R001619,O009121,C0001035,148,duplicate_order,25.44,0
R001620,O009125,C0001036,19,changed_mind,21.24,1
R001621,O009127,C0001036,34,not_as_described,5.27,1
R001622,O009130,C0001036,105,changed_mind,17.94,1
R001623,O009134,C0001036,196,changed_mind,13.55,1
R001624,O009136,C0001037,38,changed_mind,6.63,1
R001625,O009138,C0001037,45,defective,31.93,1
R001626,O009140,C0001037,138,changed_mind,24.55,1
R001627,O009142,C0001037,159,changed_mind,58.08,1
R001628,O009143,C0001037,163,changed_mind,13.56,1
R001629,O009158,C0001039,135,not_as_described,88.02,0
R001630,O009159,C0001039,164,defective,62.73,0
R001631,O009163,C0001040,38,size_fit,15.23,0
R001632,O009171,C0001041,93,other,24.7,1
R001633,O009172,C0001041,106,defective,38.86,1
R001634,O009174,C0001041,108,duplicate_order,12.91,1
R001635,O009175,C0001041,121,changed_mind,12.6,1
R001636,O009176,C0001041,124,other,26.21,1
R001637,O009177,C0001041,126,changed_mind,35.86,1
R001638,O009178,C0001041,131,changed_mind,26.65,1
R001639,O009181,C0001041,196,changed_mind,40.57,1
R001640,O009183,C0001041,209,defective,9.62,1
R001641,O009184,C0001041,209,changed_mind,18.83,1
R001642,O009194,C0001042,167,other,22.55,0
R001643,O009196,C0001043,117,not_as_described,20.02,0
R001644,O009204,C0001043,209,size_fit,88.02,0
R001645,O009220,C0001045,102,changed_mind,23.3,0
R001646,O009226,C0001045,191,changed_mind,53.49,0
R001647,O009228,C0001046,46,not_as_described,15.88,0
R001648,O009239,C0001046,194,defective,30.91,0
R001649,O009249,C0001047,152,not_as_described,7.94,0
R001650,O009263,C0001049,93,changed_mind,38.23,1
R001651,O009264,C0001049,96,not_as_described,53.15,1
R001652,O009265,C0001049,114,defective,11.11,1
R001653,O009266,C0001049,130,duplicate_order,30.91,1
R001654,O009270,C0001049,186,not_as_described,58.08,1
R001655,O009271,C0001049,195,changed_mind,4.14,1
R001656,O009272,C0001049,198,changed_mind,31.85,1
R001657,O009273,C0001050,81,not_as_described,10.3,0
R001658,O009276,C0001050,136,other,38.23,0
R001659,O009278,C0001050,161,changed_mind,26.35,0
R001660,O009279,C0001050,172,duplicate_order,13.83,0
R001661,O009280,C0001050,178,changed_mind,10.74,0
R001662,O009294,C0001053,43,changed_mind,20.95,1
R001663,O009296,C0001053,51,changed_mind,30.91,1
R001664,O009297,C0001053,83,other,12.36,1
R001665,O009298,C0001053,82,changed_mind,12.6,1
R001666,O009300,C0001053,113,defective,10.33,1
R001667,O009301,C0001053,117,changed_mind,15.88,1
R001668,O009316,C0001055,179,duplicate_order,26.65,0
R001669,O009345,C0001058,197,changed_mind,83.18,0
R001670,O009361,C0001059,159,defective,9.99,0
R001671,O009375,C0001062,88,not_as_described,18.89,0
R001672,O009376,C0001062,109,duplicate_order,26.82,0
R001673,O009383,C0001062,168,other,11.78,0
R001674,O009391,C0001063,110,changed_mind,10.15,1
R001675,O009398,C0001064,63,duplicate_order,32.27,0
R001676,O009400,C0001064,68,changed_mind,17.94,0
R001677,O009403,C0001064,151,duplicate_order,7.67,0
R001678,O009404,C0001064,154,defective,7.94,0
R001679,O009407,C0001064,207,defective,10.15,0
R001680,O009422,C0001066,97,defective,28.13,0
R001681,O009429,C0001066,157,size_fit,28.59,0
R001682,O009449,C0001068,202,duplicate_order,14.84,0
R001683,O009464,C0001070,112,defective,39.49,0
R001684,O009479,C0001072,17,changed_mind,47.6,1
R001685,O009482,C0001072,40,changed_mind,26.65,1
R001686,O009483,C0001072,58,not_as_described,60.28,1
R001687,O009485,C0001072,74,changed_mind,40.65,1
R001688,O009486,C0001072,87,duplicate_order,38.46,1
R001689,O009487,C0001072,105,changed_mind,20.7,1
R001690,O009488,C0001072,111,changed_mind,55.27,1
R001691,O009489,C0001072,162,changed_mind,21.19,1
R001692,O009490,C0001072,191,size_fit,21.87,1
R001693,O009491,C0001073,86,changed_mind,43.01,1
R001694,O009492,C0001073,109,changed_mind,15.72,1
R001695,O009496,C0001073,155,size_fit,7.43,1
R001696,O009534,C0001079,50,duplicate_order,11.76,0
R001697,O009537,C0001080,92,not_as_described,25.79,0
R001698,O009539,C0001080,114,other,51.92,0
R001699,O009541,C0001080,162,changed_mind,32.09,0
R001700,O009547,C0001081,135,duplicate_order,24.01,0
R001701,O009552,C0001081,209,other,30.01,0
R001702,O009556,C0001082,107,not_as_described,15.52,1
R001703,O009558,C0001082,138,size_fit,27.05,1
R001704,O009571,C0001083,189,duplicate_order,58.13,0
R001705,O009580,C0001085,88,duplicate_order,13.57,0
R001706,O009588,C0001086,147,duplicate_order,21.62,0
R001707,O009590,C0001086,189,other,4.14,0
R001708,O009604,C0001088,81,defective,20.95,1
R001709,O009609,C0001088,209,defective,16.89,1
R001710,O009619,C0001090,117,duplicate_order,28.59,0
R001711,O009622,C0001091,98,duplicate_order,13.39,0
R001712,O009624,C0001091,117,changed_mind,35.86,0
R001713,O009642,C0001093,193,defective,15.72,0
R001714,O009648,C0001094,165,duplicate_order,45.94,0
R001715,O009655,C0001095,86,duplicate_order,18.51,1
R001716,O009656,C0001095,102,other,44.0,1
R001717,O009657,C0001095,103,changed_mind,39.78,1
R001718,O009659,C0001095,134,changed_mind,17.86,1
R001719,O009662,C0001095,146,changed_mind,15.23,1
R001720,O009663,C0001095,151,not_as_described,70.86,1
R001721,O009666,C0001095,173,changed_mind,18.89,1
R001722,O009667,C0001095,196,size_fit,13.39,1
R001723,O009675,C0001097,102,other,29.0,0
R001724,O009690,C0001098,209,size_fit,21.74,0
R001725,O009695,C0001099,103,other,23.42,1
R001726,O009697,C0001099,127,changed_mind,27.61,1
R001727,O009698,C0001099,158,changed_mind,25.33,1
R001728,O009699,C0001099,159,changed_mind,5.27,1
R001729,O009702,C0001099,181,changed_mind,19.48,1
R001730,O009704,C0001099,186,duplicate_order,34.76,1
R001731,O009706,C0001099,206,changed_mind,75.89,1
R001732,O009709,C0001100,174,changed_mind,27.99,0
R001733,O009712,C0001100,209,defective,19.22,0
R001734,O009749,C0001105,111,not_as_described,18.17,0
R001735,O009755,C0001105,189,other,10.3,0
R001736,O009767,C0001107,80,other,25.3,0
R001737,O009779,C0001107,193,size_fit,38.62,0
R001738,O009788,C0001108,206,defective,13.22,0
R001739,O009789,C0001109,40,changed_mind,21.07,1
R001740,O009790,C0001109,147,changed_mind,35.96,1
R001741,O009792,C0001109,174,changed_mind,23.3,1
R001742,O009794,C0001110,38,changed_mind,23.39,1
R001743,O009797,C0001110,130,changed_mind,79.54,1
R001744,O009798,C0001110,140,defective,21.48,1
R001745,O009799,C0001110,143,duplicate_order,25.33,1
R001746,O009800,C0001110,173,not_as_described,14.39,1
R001747,O009803,C0001110,203,changed_mind,14.01,1
R001748,O009805,C0001110,208,changed_mind,35.51,1
R001749,O009817,C0001112,114,not_as_described,40.05,0
R001750,O009831,C0001114,47,changed_mind,33.54,1
R001751,O009832,C0001114,56,not_as_described,23.27,1
R001752,O009833,C0001114,72,changed_mind,5.47,1
R001753,O009834,C0001114,90,changed_mind,21.72,1
R001754,O009835,C0001114,97,changed_mind,58.13,1
R001755,O009836,C0001114,123,other,44.0,1
R001756,O009839,C0001114,176,changed_mind,16.16,1
R001757,O009844,C0001115,164,duplicate_order,8.68,0
R001758,O009884,C0001121,97,changed_mind,16.23,1
R001759,O009888,C0001121,193,defective,35.86,1
R001760,O009890,C0001122,57,not_as_described,4.14,0
R001761,O009900,C0001123,110,changed_mind,12.36,1
R001762,O009901,C0001123,125,size_fit,10.74,1
R001763,O009904,C0001123,149,changed_mind,38.03,1
R001764,O009905,C0001123,157,changed_mind,51.92,1
R001765,O009912,C0001124,139,other,14.94,0
R001766,O009918,C0001125,76,other,23.31,0
R001767,O009930,C0001126,85,not_as_described,79.09,1
R001768,O009934,C0001126,128,changed_mind,21.92,1
R001769,O009938,C0001126,201,changed_mind,10.8,1
R001770,O009950,C0001129,73,other,44.59,0
R001771,O009961,C0001130,111,changed_mind,19.51,0
R001772,O009993,C0001133,151,duplicate_order,23.27,0
R001773,O010002,C0001134,91,defective,24.5,0
R001774,O010023,C0001136,171,size_fit,7.43,0
R001775,O010041,C0001139,136,changed_mind,12.36,1
R001776,O010042,C0001139,180,duplicate_order,83.18,1
R001777,O010043,C0001139,183,changed_mind,33.54,1
R001778,O010045,C0001139,209,changed_mind,5.27,1
R001779,O010064,C0001143,78,not_as_described,34.09,1
R001780,O010067,C0001143,132,changed_mind,32.07,1
R001781,O010068,C0001143,140,changed_mind,63.27,1
R001782,O010069,C0001143,141,changed_mind,12.6,1
R001783,O010070,C0001143,156,duplicate_order,37.32,1
R001784,O010072,C0001143,180,changed_mind,32.67,1
R001785,O010073,C0001143,193,other,26.35,1
R001786,O010075,C0001143,200,changed_mind,8.68,1
R001787,O010085,C0001144,154,size_fit,13.66,0
R001788,O010090,C0001144,196,size_fit,23.18,0
R001789,O010094,C0001146,164,other,47.64,0
R001790,O010108,C0001147,171,duplicate_order,18.64,0
R001791,O010112,C0001147,197,defective,7.94,0
R001792,O010125,C0001149,39,changed_mind,27.01,1
R001793,O010128,C0001149,62,changed_mind,27.85,1
R001794,O010134,C0001150,127,changed_mind,30.91,0
R001795,O010152,C0001151,181,size_fit,14.79,0
R001796,O010157,C0001152,40,defective,20.82,0
R001797,O010175,C0001153,202,other,165.23,0
R001798,O010178,C0001154,81,size_fit,22.76,0
R001799,O010180,C0001154,99,size_fit,25.3,0
R001800,O010181,C0001154,112,other,31.84,0
