customer_id,cluster_id,split
C0001164,C0001164,train
C0001165,C0001165,train
C0001166,C0001166,train
C0001167,C0003567,train
C0001168,C0001168,train
C0001169,C0001169,train
C0001170,C0001170,train
C0001171,C0001171,train
C0001172,C0003681,train
C0001173,C0001173,train
C0001174,C0004327,train
C0001175,C0001175,test
C0001176,C0001176,train
C0001177,C0001177,train
C0001178,C0001178,train
C0001179,C0001179,train
C0001180,C0001180,train
C0001181,C0001181,test
C0001182,C0004438,train
C0001183,C0001183,val
C0001184,C0001184,train
C0001185,C0001185,train
C0001186,C0001186,train
C0001187,C0004876,val
C0001188,C0001188,test
C0001189,C0001189,train
C0001190,C0001190,train
C0001191,C0001191,train
C0001192,C0001192,train
C0001193,C0005232,train
C0001194,C0001194,train
C0001195,C0001195,train
C0001196,C0001196,test
C0001197,C0001197,train
C0001198,C0001198,train
C0001199,C0001199,train
C0001200,C0001200,train
C0001201,C0001201,test
C0001202,C0001202,test
C0001203,C0003365,val
C0001204,C0001204,train
C0001205,C0001205,train
C0001206,C0001206,train
C0001207,C0001207,test
C0001208,C0001208,train
C0001209,C0001209,train
C0001210,C0001210,train
C0001211,C0001211,train
C0001212,C0001212,train
C0001213,C0001213,train
C0001214,C0002587,train
C0001215,C0001215,train
C0001216,C0001216,train
C0001217,C0001217,train
C0001218,C0001218,train
C0001219,C0001219,test
C0001220,C0001220,train
C0001221,C0001221,train
C0001222,C0001222,val
C0001223,C0002536,train
C0001224,C0001224,train
C0001225,C0001225,train
C0001226,C0001226,train
C0001227,C0001227,test
C0001228,C0005709,train
C0001229,C0004770,train
C0001230,C0001230,test
C0001231,C0001231,train
C0001232,C0001232,train
C0001233,C0001233,train
C0001234,C0003957,train
C0001235,C0001235,train
C0001236,C0001236,train
C0001237,C0001237,train
C0001238,C0001238,test
C0001239,C0001239,train
C0001240,C0001240,train
C0001241,C0001241,test
C0001242,C0005920,test
C0001243,C0001243,test
C0001244,C0001244,test
C0001245,C0001245,test
C0001246,C0001246,train
C0001247,C0005426,train
C0001248,C0001248,train
C0001249,C0001249,train
C0001250,C0005426,train
C0001251,C0001251,train
C0001252,C0001252,train
C0001253,C0001253,train
C0001254,C0001254,test
C0001255,C0001255,train
C0001256,C0003891,train
C0001257,C0002817,train
C0001258,C0001258,train
C0001259,C0001259,train
C0001260,C0001260,train
C0001261,C0001261,val
C0001262,C0001262,test
C0001263,C0001263,train
C0001264,C0001264,train
C0001265,C0005235,train
C0001266,C0005446,train
C0001267,C0001267,val
C0001268,C0001268,test
C0001269,C0001413,train
C0001270,C0003681,train
C0001271,C0001271,train
C0001272,C0001272,train
C0001273,C0001273,train
C0001274,C0001274,test
C0001275,C0001275,train
C0001276,C0001276,train
C0001277,C0001277,train
C0001278,C0001336,train
C0001279,C0001279,train
C0001280,C0001280,test
C0001281,C0001281,test
C0001282,C0001282,train
C0001283,C0001283,train
C0001284,C0001284,train
C0001285,C0001285,train
C0001286,C0001286,val
C0001287,C0001287,train
C0001288,C0001288,test
C0001289,C0005743,test
C0001290,C0001852,train
C0001291,C0003661,val
C0001292,C0001292,train
C0001293,C0001293,test
C0001294,C0001294,train
C0001295,C0001295,train
C0001296,C0001296,train
C0001297,C0004833,test
C0001298,C0001298,train
C0001299,C0001299,train
C0001300,C0001300,test
C0001301,C0001301,train
C0001302,C0001302,train
C0001303,C0001303,train
C0001304,C0001304,train
C0001305,C0001305,train
C0001306,C0001306,train
C0001307,C0001307,test
C0001308,C0001308,train
C0001309,C0001528,train
C0001310,C0001310,train
C0001311,C0001311,val
C0001312,C0001312,train
C0001313,C0001313,train
C0001314,C0001314,train
C0001315,C0001315,val
C0001316,C0005927,train
C0001317,C0001317,train
C0001318,C0001318,train
C0001319,C0001319,train
C0001320,C0001320,train
C0001321,C0001321,train
C0001322,C0001322,train
C0001323,C0001323,train
C0001324,C0001324,train
C0001325,C0001325,test
C0001326,C0001326,train
C0001327,C0001327,train
C0001328,C0001328,train
C0001329,C0001329,test
C0001330,C0001330,train
C0001331,C0001331,train
C0001332,C0002981,test
C0001333,C0001333,train
C0001334,C0001334,train
C0001335,C0003930,train
C0001336,C0001336,train
C0001337,C0001337,train
C0001338,C0001338,val
C0001339,C0001339,train
C0001340,C0005878,train
C0001341,C0001341,train
C0001342,C0001342,train
C0001343,C0001343,train
C0001344,C0001738,train
C0001345,C0001345,train
C0001346,C0001346,test
C0001347,C0001347,val
C0001348,C0001348,train
C0001349,C0001349,train
C0001350,C0001350,train
C0001351,C0001351,train
C0001352,C0001352,train
C0001353,C0003710,train
C0001354,C0001354,val
C0001355,C0001355,train
C0001356,C0001356,test
C0001357,C0001357,train
C0001358,C0002140,train
C0001359,C0001359,train
C0001360,C0001360,test
C0001361,C0004059,train
C0001362,C0000799,train
C0001363,C0001363,train
C0001364,C0001364,train
C0001365,C0001365,test
C0001366,C0001366,train
C0001367,C0001367,test
C0001368,C0001368,test
C0001369,C0001369,val
C0001370,C0001370,train
C0001371,C0001371,train
C0001372,C0001372,test
C0001373,C0004913,train
C0001374,C0004030,train
C0001375,C0001375,train
C0001376,C0001376,train
C0001377,C0001377,train
C0001378,C0001378,train
C0001379,C0001379,train
C0001380,C0005140,train
C0001381,C0005426,train
C0001382,C0005420,test
C0001383,C0004172,train
C0001384,C0003305,train
C0001385,C0001385,val
C0001386,C0005104,test
C0001387,C0001387,train
C0001388,C0001388,train
C0001389,C0001389,train
C0001390,C0001390,train
C0001391,C0001391,train
C0001392,C0001392,train
C0001393,C0001393,train
C0001394,C0001394,train
C0001395,C0004127,train
C0001396,C0001396,train
C0001397,C0001397,test
C0001398,C0001398,train
C0001399,C0001399,train
C0001400,C0001400,train
C0001401,C0005343,train
C0001402,C0001402,train
C0001403,C0001403,train
C0001404,C0001404,train
C0001405,C0001405,train
C0001406,C0002190,test
C0001407,C0001407,train
C0001408,C0002684,train
C0001409,C0001409,test
C0001410,C0001410,train
C0001411,C0001411,val
C0001412,C0002874,val
C0001413,C0001413,train
C0001414,C0001414,test
C0001415,C0001415,train
C0001416,C0001416,test
C0001417,C0001417,train
C0001418,C0005743,test
C0001419,C0001419,train
C0001420,C0001420,test
C0001421,C0001421,train
C0001422,C0001422,train
C0001423,C0003648,train
C0001424,C0001424,val
C0001425,C0001425,train
C0001426,C0001426,train
C0001427,C0001427,train
C0001428,C0004788,val
C0001429,C0005844,train
C0001430,C0001430,train
C0001431,C0001431,train
C0001432,C0001432,test
C0001433,C0001433,train
C0001434,C0001434,train
C0001435,C0001435,train
C0001436,C0001436,train
C0001437,C0001437,val
C0001438,C0001438,test
C0001439,C0001439,test
C0001440,C0004927,train
C0001441,C0001441,train
C0001442,C0001442,train
C0001443,C0004584,train
C0001444,C0003418,train
C0001445,C0001445,train
C0001446,C0001446,val
C0001447,C0001447,train
C0001448,C0005542,test
C0001449,C0001449,train
C0001450,C0001450,test
C0001451,C0001451,test
C0001452,C0001452,test
C0001453,C0001453,test
C0001454,C0001454,train
C0001455,C0005567,train
C0001456,C0001456,train
C0001457,C0004706,train
C0001458,C0001458,test
C0001459,C0005070,train
C0001460,C0001460,val
C0001461,C0001461,train
C0001462,C0005133,train
C0001463,C0001463,train
C0001464,C0001464,train
C0001465,C0001465,train
C0001466,C0003647,train
C0001467,C0001467,test
C0001468,C0001468,train
C0001469,C0004452,test
C0001470,C0001470,test
C0001471,C0001471,train
C0001472,C0001472,test
C0001473,C0005377,train
C0001474,C0001474,test
C0001475,C0001475,val
C0001476,C0001476,train
C0001477,C0003648,train
C0001478,C0001478,train
C0001479,C0001479,train
C0001480,C0001711,test
C0001481,C0001481,train
C0001482,C0001482,train
C0001483,C0001483,train
C0001484,C0005602,test
C0001485,C0001485,train
C0001486,C0001486,test
C0001487,C0001487,test
C0001488,C0001488,train
C0001489,C0001489,test
C0001490,C0001490,train
C0001491,C0001491,test
C0001492,C0002190,test
C0001493,C0001493,train
C0001494,C0001494,train
C0001495,C0001495,train
C0001496,C0001496,train
C0001497,C0001497,val
C0001498,C0001498,train
C0001499,C0001499,train
C0001500,C0001500,train
C0001501,C0001501,train
C0001502,C0001502,train
C0001503,C0001503,train
C0001504,C0005426,train
C0001505,C0001505,train
C0001506,C0001506,train
C0001507,C0001507,test
C0001508,C0001508,train
C0001509,C0001509,train
C0001510,C0001510,test
C0001511,C0001511,train
C0001512,C0001512,train
C0001513,C0001513,train
C0001514,C0001514,test
C0001515,C0005917,train
C0001516,C0001516,test
C0001517,C0005474,train
C0001518,C0001518,test
C0001519,C0001519,val
C0001520,C0001520,train
C0001521,C0001521,train
C0001522,C0001522,test
C0001523,C0001523,train
C0001524,C0001524,train
C0001525,C0001525,train
C0001526,C0001526,train
C0001527,C0001527,test
C0001528,C0001528,train
C0001529,C0001529,train
C0001530,C0001530,train
C0001531,C0002925,train
C0001532,C0004438,train
C0001533,C0001533,train
C0001534,C0004525,test
C0001535,C0005891,train
C0001536,C0001536,test
C0001537,C0004503,train
C0001538,C0001538,train
C0001539,C0001539,train
C0001540,C0001540,train
C0001541,C0001541,val
C0001542,C0001542,train
C0001543,C0001543,train
C0001544,C0001544,test
C0001545,C0001545,train
C0001546,C0001546,test
C0001547,C0001547,train
C0001548,C0001548,train
C0001549,C0001549,train
C0001550,C0001550,train
C0001551,C0005342,train
C0001552,C0001552,train
C0001553,C0002487,test
C0001554,C0001554,train
C0001555,C0001555,train
C0001556,C0003365,val
C0001557,C0003902,train
C0001558,C0001558,train
C0001559,C0001559,train
C0001560,C0001560,train
C0001561,C0001561,val
C0001562,C0003455,test
C0001563,C0003783,train
C0001564,C0001564,train
C0001565,C0001565,val
C0001566,C0001566,train
C0001567,C0001567,train
C0001568,C0001568,val
C0001569,C0001569,train
C0001570,C0001570,train
C0001571,C0001571,test
C0001572,C0001572,train
C0001573,C0001573,train
C0001574,C0005917,train
C0001575,C0001575,test
C0001576,C0001576,val
C0001577,C0001577,train
C0001578,C0001578,train
C0001579,C0001579,test
C0001580,C0001580,val
C0001581,C0001581,train
C0001582,C0003892,train
C0001583,C0001583,test
C0001584,C0001584,train
C0001585,C0001585,train
C0001586,C0004797,train
C0001587,C0004309,train
C0001588,C0004666,train
C0001589,C0001589,train
C0001590,C0001590,test
C0001591,C0001911,train
C0001592,C0001592,train
C0001593,C0001593,train
C0001594,C0001594,train
C0001595,C0001595,train
C0001596,C0005886,test
C0001597,C0001597,test
C0001598,C0001598,train
C0001599,C0001599,val
C0001600,C0001600,train
C0001601,C0001601,train
C0001602,C0001602,test
C0001603,C0001603,test
C0001604,C0001604,val
C0001605,C0001605,train
C0001606,C0001606,train
C0001607,C0001607,test
C0001608,C0001608,train
C0001609,C0001609,test
C0001610,C0001610,val
C0001611,C0001611,train
C0001612,C0001612,train
C0001613,C0001613,train
C0001614,C0001614,train
C0001615,C0003624,train
C0001616,C0001616,train
C0001617,C0001617,train
C0001618,C0002475,train
C0001619,C0001619,train
C0001620,C0001620,train
C0001621,C0001621,train
C0001622,C0001622,train
C0001623,C0001623,test
C0001624,C0001624,train
C0001625,C0001625,test
C0001626,C0001626,train
C0001627,C0001627,test
C0001628,C0001628,test
C0001629,C0001629,train
C0001630,C0001630,train
C0001631,C0004993,train
C0001632,C0001632,train
C0001633,C0001633,test
C0001634,C0001634,train
C0001635,C0001635,test
C0001636,C0001636,train
C0001637,C0001637,train
C0001638,C0001638,train
C0001639,C0001639,train
C0001640,C0001640,train
C0001641,C0001641,test
C0001642,C0001642,test
C0001643,C0001643,val
C0001644,C0001644,train
C0001645,C0001645,test
C0001646,C0001646,test
C0001647,C0001647,train
C0001648,C0001648,train
C0001649,C0001649,test
C0001650,C0001149,train
C0001651,C0001651,train
C0001652,C0001652,train
C0001653,C0001653,val
C0001654,C0005075,train
C0001655,C0001655,train
C0001656,C0001656,train
C0001657,C0005784,train
C0001658,C0001658,test
C0001659,C0005648,train
C0001660,C0001660,train
C0001661,C0001661,test
C0001662,C0001662,train
C0001663,C0001663,train
C0001664,C0004309,train
C0001665,C0001665,test
C0001666,C0005420,test
C0001667,C0001667,train
C0001668,C0001668,test
C0001669,C0004938,train
C0001670,C0001670,train
C0001671,C0002140,train
C0001672,C0001672,train
C0001673,C0001673,val
C0001674,C0001674,test
C0001675,C0001675,train
C0001676,C0001676,val
C0001677,C0001677,test
C0001678,C0001678,train
C0001679,C0001679,train
C0001680,C0003286,test
C0001681,C0001681,test
C0001682,C0001682,test
C0001683,C0004799,test
C0001684,C0001684,train
C0001685,C0001685,test
C0001686,C0001686,train
C0001687,C0001687,train
C0001688,C0001688,test
C0001689,C0001689,train
C0001690,C0001690,test
C0001691,C0001691,train
C0001692,C0001692,test
C0001693,C0001693,train
C0001694,C0001694,test
C0001695,C0001695,train
C0001696,C0005567,train
C0001697,C0001697,train
C0001698,C0001698,train
C0001699,C0001699,train
C0001700,C0001700,val
C0001701,C0001701,train
C0001702,C0001702,train
C0001703,C0004309,train
C0001704,C0001704,train
C0001705,C0004365,test
C0001706,C0001706,train
C0001707,C0001707,train
C0001708,C0001708,val
C0001709,C0001709,train
C0001710,C0001710,train
C0001711,C0001711,test
C0001712,C0005140,train
C0001713,C0001713,val
C0001714,C0001714,train
C0001715,C0001715,train
C0001716,C0005235,train
C0001717,C0001717,val
C0001718,C0001718,train
C0001719,C0001719,train
C0001720,C0001720,train
C0001721,C0001721,test
C0001722,C0001149,train
C0001723,C0005759,train
C0001724,C0001852,train
C0001725,C0001725,train
C0001726,C0001726,train
C0001727,C0001727,train
C0001728,C0001728,test
C0001729,C0001729,train
C0001730,C0001730,train
C0001731,C0001731,train
C0001732,C0001732,train
C0001733,C0001733,train
C0001734,C0001734,test
C0001735,C0001735,train
C0001736,C0005420,test
C0001737,C0001737,train
C0001738,C0001738,train
C0001739,C0001739,test
C0001740,C0001740,val
C0001741,C0001741,test
C0001742,C0002088,train
C0001743,C0001743,val
C0001744,C0001744,train
C0001745,C0001745,val
C0001746,C0001746,val
C0001747,C0001747,train
C0001748,C0001748,train
C0001749,C0001749,train
C0001750,C0001750,val
C0001751,C0001751,train
C0001752,C0001752,train
C0001753,C0005762,val
C0001754,C0002487,test
C0001755,C0001755,test
C0001756,C0001756,test
C0001757,C0001757,test
C0001758,C0001758,train
C0001759,C0001759,val
C0001760,C0001760,val
C0001761,C0001761,test
C0001762,C0001762,train
C0001763,C0003451,train
C0001764,C0001764,train
C0001765,C0001765,test
C0001766,C0001766,train
C0001767,C0001767,train
C0001768,C0001768,train
C0001769,C0001769,train
C0001770,C0001770,train
C0001771,C0001771,train
C0001772,C0001772,test
C0001773,C0001773,train
C0001774,C0003334,val
C0001775,C0001775,val
C0001776,C0001776,train
C0001777,C0001777,test
C0001778,C0004909,val
C0001779,C0002715,train
C0001780,C0001780,test
C0001781,C0001781,train
C0001782,C0001782,train
C0001783,C0001783,train
C0001784,C0001784,train
C0001785,C0001785,train
C0001786,C0001786,train
C0001787,C0001787,train
C0001788,C0001788,train
C0001789,C0001789,test
C0001790,C0005070,train
C0001791,C0001791,train
C0001792,C0001792,train
C0001793,C0004420,val
C0001794,C0001794,train
C0001795,C0001795,train
C0001796,C0001796,train
C0001797,C0001797,train
C0001798,C0001798,train
C0001799,C0001799,train
C0001800,C0001800,test
C0001801,C0001801,train
C0001802,C0001802,train
C0001803,C0001803,train
C0001804,C0005941,train
C0001805,C0001805,train
C0001806,C0001806,train
C0001807,C0001807,test
C0001808,C0005252,test
C0001809,C0001809,train
C0001810,C0001810,train
C0001811,C0003372,train
C0001812,C0001812,val
C0001813,C0003451,train
C0001814,C0001814,train
C0001815,C0001815,test
C0001816,C0004852,train
C0001817,C0001817,train
C0001818,C0001818,val
C0001819,C0001819,train
C0001820,C0001820,train
C0001821,C0001821,train
C0001822,C0001822,train
C0001823,C0001823,train
C0001824,C0001824,val
C0001825,C0001825,train
C0001826,C0001826,val
C0001827,C0001827,train
C0001828,C0001828,train
C0001829,C0001829,train
C0001830,C0001830,train
C0001831,C0004215,test
C0001832,C0001832,val
C0001833,C0001833,train
C0001834,C0001834,val
C0001835,C0003286,test
C0001836,C0001836,train
C0001837,C0004972,train
C0001838,C0004419,train
C0001839,C0001839,val
C0001840,C0001840,train
C0001841,C0001841,test
C0001842,C0001842,test
C0001843,C0001843,train
C0001844,C0001844,train
C0001845,C0001845,train
C0001846,C0001846,train
C0001847,C0001847,test
C0001848,C0001848,test
C0001849,C0001849,train
C0001850,C0001850,train
C0001851,C0001851,train
C0001852,C0001852,train
C0001853,C0005133,train
C0001854,C0005802,train
C0001855,C0003647,train
C0001856,C0004419,train
C0001857,C0001857,train
C0001858,C0001858,train
C0001859,C0001859,train
C0001860,C0001860,train
C0001861,C0001861,train
C0001862,C0001862,train
C0001863,C0005842,val
C0001864,C0001864,train
C0001865,C0002715,train
C0001866,C0001866,test
C0001867,C0001867,test
C0001868,C0001868,train
C0001869,C0001869,train
C0001870,C0001870,test
C0001871,C0001871,test
C0001872,C0005420,test
C0001873,C0001873,test
C0001874,C0001874,test
C0001875,C0001875,train
C0001876,C0001876,train
C0001877,C0001877,train
C0001878,C0001878,train
C0001879,C0001879,test
C0001880,C0001880,train
C0001881,C0001881,train
C0001882,C0001882,train
C0001883,C0001883,train
C0001884,C0001884,train
C0001885,C0001885,train
C0001886,C0001886,train
C0001887,C0001887,train
C0001888,C0001888,train
C0001889,C0001889,train
C0001890,C0001890,train
C0001891,C0001891,test
C0001892,C0003372,train
C0001893,C0001893,test
C0001894,C0002981,test
C0001895,C0001895,train
C0001896,C0001896,train
C0001897,C0001897,train
C0001898,C0002621,test
C0001899,C0003624,train
C0001900,C0001900,train
C0001901,C0004354,train
C0001902,C0001902,test
C0001903,C0001903,train
C0001904,C0001904,train
C0001905,C0004833,test
C0001906,C0001906,train
C0001907,C0001261,val
C0001908,C0001908,train
C0001909,C0001909,test
C0001910,C0001910,train
C0001911,C0001911,train
C0001912,C0001912,test
C0001913,C0001913,train
C0001914,C0001914,train
C0001915,C0001915,train
C0001916,C0001916,train
C0001917,C0001917,train
C0001918,C0001918,train
C0001919,C0001919,train
C0001920,C0001920,train
C0001921,C0002720,train
C0001922,C0001922,train
C0001923,C0002720,train
C0001924,C0004797,train
C0001925,C0001925,train
C0001926,C0001926,train
C0001927,C0001927,test
C0001928,C0001928,test
C0001929,C0001929,train
C0001930,C0001930,train
C0001931,C0001931,train
C0001932,C0001932,train
C0001933,C0003424,train
C0001934,C0001934,train
C0001935,C0001935,test
C0001936,C0001528,train
C0001937,C0001937,train
C0001938,C0001938,train
C0001939,C0003040,train
C0001940,C0001940,train
C0001941,C0001941,train
C0001942,C0001942,test
C0001943,C0003126,train
C0001944,C0001944,test
C0001945,C0001945,test
C0001946,C0001946,train
C0001947,C0001947,train
C0001948,C0001948,train
C0001949,C0001949,train
C0001950,C0005127,train
C0001951,C0001951,train
C0001952,C0001952,train
C0001953,C0001953,train
C0001954,C0001954,train
C0001955,C0001955,train
C0001956,C0001956,train
C0001957,C0001957,train
C0001958,C0001958,train
C0001959,C0001959,train
C0001960,C0001960,train
C0001961,C0001961,val
C0001962,C0001962,train
C0001963,C0001963,val
C0001964,C0005196,train
C0001965,C0005601,train
C0001966,C0001966,train
C0001967,C0003681,train
C0001968,C0001968,train
C0001969,C0001969,train
C0001970,C0001970,test
C0001971,C0001971,train
C0001972,C0001972,test
C0001973,C0001973,train
C0001974,C0001974,test
C0001975,C0001975,train
C0001976,C0001976,train
C0001977,C0001977,test
C0001978,C0001978,train
C0001979,C0001979,train
C0001980,C0001980,test
C0001981,C0001981,train
C0001982,C0001982,train
C0001983,C0001983,train
C0001984,C0001984,test
C0001985,C0001985,val
C0001986,C0001986,train
C0001987,C0001987,train
C0001988,C0005426,train
C0001989,C0001989,val
C0001990,C0001990,train
C0001991,C0001991,test
C0001992,C0001992,train
C0001993,C0001993,train
C0001994,C0001994,train
C0001995,C0001995,train
C0001996,C0001996,train
C0001997,C0001997,test
C0001998,C0001998,train
C0001999,C0001999,train
C0002000,C0002000,train
C0002001,C0002001,train
C0002002,C0002002,test
C0002003,C0005886,test
C0002004,C0002004,val
C0002005,C0004524,train
C0002006,C0002006,train
C0002007,C0002007,train
C0002008,C0002008,train
C0002009,C0002009,train
C0002010,C0002505,test
C0002011,C0003254,test
C0002012,C0002012,train
C0002013,C0002013,train
C0002014,C0002014,train
C0002015,C0002015,val
C0002016,C0002016,train
C0002017,C0002017,train
C0002018,C0005446,train
C0002019,C0002019,test
C0002020,C0002020,train
C0002021,C0002021,test
C0002022,C0002022,train
C0002023,C0002023,test
C0002024,C0002024,val
C0002025,C0002025,train
C0002026,C0002026,train
C0002027,C0002027,train
C0002028,C0002028,train
C0002029,C0002029,val
C0002030,C0004909,val
C0002031,C0003079,train
C0002032,C0002032,train
C0002033,C0004045,test
C0002034,C0002034,train
C0002035,C0002035,train
C0002036,C0002036,train
C0002037,C0002037,train
C0002038,C0004030,train
C0002039,C0002039,train
C0002040,C0002040,train
C0002041,C0002041,train
C0002042,C0002042,train
C0002043,C0002043,test
C0002044,C0002044,test
C0002045,C0002045,train
C0002046,C0002046,val
C0002047,C0002047,train
C0002048,C0002048,test
C0002049,C0002049,test
C0002050,C0002050,val
C0002051,C0002051,test
C0002052,C0002052,train
C0002053,C0002053,train
C0002054,C0002054,val
C0002055,C0002055,val
C0002056,C0002056,train
C0002057,C0002057,train
C0002058,C0002786,train
C0002059,C0002059,train
C0002060,C0002060,train
C0002061,C0002061,test
C0002062,C0002062,val
C0002063,C0002063,train
C0002064,C0002064,train
C0002065,C0002065,val
C0002066,C0002066,test
C0002067,C0002067,train
C0002068,C0002068,test
C0002069,C0002069,train
C0002070,C0002070,train
C0002071,C0002071,train
C0002072,C0002072,train
C0002073,C0005830,train
C0002074,C0001711,test
C0002075,C0002075,train
C0002076,C0002076,test
C0002077,C0002077,train
C0002078,C0002078,train
C0002079,C0004420,val
C0002080,C0002080,train
C0002081,C0002081,train
C0002082,C0002082,val
C0002083,C0002083,train
C0002084,C0002084,train
C0002085,C0003930,train
C0002086,C0004927,train
C0002087,C0002087,val
C0002088,C0002088,train
C0002089,C0002089,val
C0002090,C0005140,train
C0002091,C0002091,test
C0002092,C0002092,train
C0002093,C0005624,train
C0002094,C0002094,train
C0002095,C0002095,train
C0002096,C0002096,train
C0002097,C0002097,test
C0002098,C0002098,train
C0002099,C0002099,train
C0002100,C0002874,val
C0002101,C0002101,val
C0002102,C0002102,train
C0002103,C0002103,val
C0002104,C0005059,train
C0002105,C0002105,train
C0002106,C0002106,train
C0002107,C0002107,test
C0002108,C0002108,train
C0002109,C0002109,val
C0002110,C0002110,train
C0002111,C0002111,test
C0002112,C0002112,val
C0002113,C0002113,train
C0002114,C0002114,val
C0002115,C0002115,train
C0002116,C0002116,train
C0002117,C0002117,test
C0002118,C0002118,train
C0002119,C0002119,train
C0002120,C0002120,test
C0002121,C0002121,test
C0002122,C0002122,val
C0002123,C0002123,train
C0002124,C0002124,test
C0002125,C0002125,val
C0002126,C0002126,test
C0002127,C0002127,test
C0002128,C0002128,train
C0002129,C0002129,val
C0002130,C0002130,test
C0002131,C0002131,train
C0002132,C0002132,train
C0002133,C0004452,test
C0002134,C0002134,train
C0002135,C0005028,train
C0002136,C0002136,test
C0002137,C0002137,train
C0002138,C0002138,train
C0002139,C0002139,train
C0002140,C0002140,train
C0002141,C0002141,train
C0002142,C0003305,train
C0002143,C0002143,train
C0002144,C0004788,val
C0002145,C0005342,train
C0002146,C0002146,train
C0002147,C0002147,train
C0002148,C0002148,train
C0002149,C0002149,test
C0002150,C0004833,test
C0002151,C0002151,test
C0002152,C0002152,train
C0002153,C0002153,train
C0002154,C0002154,train
C0002155,C0004511,val
C0002156,C0002156,train
C0002157,C0003090,train
C0002158,C0005755,train
C0002159,C0002159,train
C0002160,C0002160,test
C0002161,C0002161,train
C0002162,C0002162,train
C0002163,C0002163,train
C0002164,C0002348,test
C0002165,C0002165,train
C0002166,C0001528,train
C0002167,C0002925,train
C0002168,C0004533,train
C0002169,C0002169,test
C0002170,C0002170,train
C0002171,C0002171,train
C0002172,C0002172,test
C0002173,C0002173,train
C0002174,C0002174,train
C0002175,C0002175,train
C0002176,C0002176,test
C0002177,C0002177,train
C0002178,C0002178,train
C0002179,C0002179,val
C0002180,C0002180,val
C0002181,C0002181,test
C0002182,C0004913,train
C0002183,C0005070,train
C0002184,C0002184,train
C0002185,C0002185,train
C0002186,C0002186,train
C0002187,C0002187,train
C0002188,C0002188,train
C0002189,C0002189,train
C0002190,C0002190,test
C0002191,C0005050,train
C0002192,C0003624,train
C0002193,C0002193,train
C0002194,C0002194,val
C0002195,C0004876,val
C0002196,C0002196,train
C0002197,C0002197,test
C0002198,C0002198,train
C0002199,C0002199,train
C0002200,C0002200,train
C0002201,C0002201,train
C0002202,C0002202,train
C0002203,C0002203,train
C0002204,C0002204,train
C0002205,C0002205,train
C0002206,C0002206,train
C0002207,C0004205,train
C0002208,C0002208,train
C0002209,C0002209,val
C0002210,C0002210,train
C0002211,C0002211,train
C0002212,C0004365,test
C0002213,C0002213,train
C0002214,C0002214,train
C0002215,C0002215,train
C0002216,C0002216,train
C0002217,C0003891,train
C0002218,C0002218,train
C0002219,C0002219,train
C0002220,C0004128,train
C0002221,C0002221,train
C0002222,C0002222,train
C0002223,C0002223,val
C0002224,C0002224,train
C0002225,C0002225,train
C0002226,C0002226,train
C0002227,C0002227,train
C0002228,C0002228,train
C0002229,C0002229,train
C0002230,C0002230,train
C0002231,C0002231,val
C0002232,C0005840,train
C0002233,C0002233,train
C0002234,C0002234,train
C0002235,C0002235,train
C0002236,C0002236,train
C0002237,C0002237,train
C0002238,C0002238,train
C0002239,C0005356,val
C0002240,C0005692,train
C0002241,C0004512,train
C0002242,C0002242,train
C0002243,C0002243,val
C0002244,C0002244,test
C0002245,C0002245,val
C0002246,C0002246,train
C0002247,C0002247,val
C0002248,C0002560,val
C0002249,C0002249,test
C0002250,C0002250,train
C0002251,C0002251,train
C0002252,C0002252,train
C0002253,C0002253,test
C0002254,C0002254,train
C0002255,C0003957,train
C0002256,C0002256,test
C0002257,C0002257,train
C0002258,C0005977,train
C0002259,C0005006,test
C0002260,C0002260,train
C0002261,C0002261,test
C0002262,C0002262,train
C0002263,C0002263,train
C0002264,C0002264,train
C0002265,C0002265,val
C0002266,C0002266,train
C0002267,C0002267,train
C0002268,C0002268,train
C0002269,C0002269,test
C0002270,C0002270,train
C0002271,C0002271,train
C0002272,C0002272,train
C0002273,C0002493,test
C0002274,C0002274,train
C0002275,C0005920,test
C0002276,C0003206,test
C0002277,C0002493,test
C0002278,C0002278,test
C0002279,C0002279,train
C0002280,C0002280,train
C0002281,C0002281,train
C0002282,C0002282,train
C0002283,C0002283,train
C0002284,C0005602,test
C0002285,C0002285,train
C0002286,C0002286,train
C0002287,C0002287,train
C0002288,C0002288,train
C0002289,C0002289,train
C0002290,C0002290,val
C0002291,C0005070,train
C0002292,C0002292,train
C0002293,C0002293,test
C0002294,C0002294,train
C0002295,C0002295,train
C0002296,C0002296,train
C0002297,C0002297,train
C0002298,C0002298,train
C0002299,C0002299,train
C0002300,C0002300,train
C0002301,C0002301,train
C0002302,C0002302,train
C0002303,C0002303,train
C0002304,C0002304,train
C0002305,C0002305,train
C0002306,C0002306,test
C0002307,C0002307,val
C0002308,C0002308,train
C0002309,C0002309,train
C0002310,C0002475,train
C0002311,C0002311,train
C0002312,C0004461,train
C0002313,C0005917,train
C0002314,C0002314,test
C0002315,C0002315,train
C0002316,C0002316,test
C0002317,C0002317,train
C0002318,C0002318,test
C0002319,C0002319,val
C0002320,C0004993,train
C0002321,C0002321,train
C0002322,C0002322,test
C0002323,C0005759,train
C0002324,C0002324,train
C0002325,C0005151,train
C0002326,C0002326,train
C0002327,C0003424,train
C0002328,C0002328,test
